questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Varón de 40 años, consulta por fiebre de 38 °C, tos productiva y dolor torácico desde hace 5 días. Antecedente: 
fumador desde los 20 años. Examen: FR: 24 X', FC: 100 X', PA: 110/60 mmHg; Pulmones: respiración ruda, soplo 
tubárico y crepitantes en parte inferior de hemitórax derecho. ¿Cuál es el diagnóstico más probable?",Neumonitis intersticial,Derrame pleural,Neumonía adquirida en la comunidad,Tuberculosis pulmonar,Aspergilosis pulmonar,C
"Mujer de 25 años, acude por malestar general, fiebre, dolor y ardor vulvar luego de haber tenido relaciones 
sexuales con un nuevo compañero hace 8 días. Examen ginecológico: vesículas en racimo a nivel vulvar y úlceras 
en los labios mayores; linfadenopatía inguinal dolorosa. ¿Cuál es el diagnóstico más probable?",Chancro blando,Granuloma inguinal,Sífilis,Molusco contagioso,Herpes genital,E
"Usted es el responsable de Epidemiología en una DIRIS, acaba de producirse un brote por enfermedad transmitida 
por alimentos. Si quiere determinar de manera rápida la probable causa del brote. ¿Cuál es el tipo de estudio más 
adecuado?",Casos y controles,Cuasi experimental,Cohortes concurrentes,Ecológico,Serie de casos,A
"Varón de 60 años, con cierta dificultad de movilizarse e incorporarse desde hace 1 año, presenta tremor en manos, 
el cual desaparece al realizar tareas manuales, no sonríe, está taciturno y permanece con una expresión fija facial, 
no ha perdido ninguna habilidad mental. ¿Cuál es el diagnóstico más probable?",Encefalopatía de Wernicke,Enfermedad de Alzheimer,Enfermedad de Parkinson,Esclerosis lateral amiotrófica,Miastenia gravis,C
¿En qué capa de la piel los melanocitos y complejos melanoproteínicos alcanzan su máxima concentración?,Espinosa,Granulosa,Basal,Dermis,Córnea,C
"Mujer de 60 años, presenta hormigueo y disminución de sensibilidad de ambos pies y piernas, de 4 meses de 
evolución. Examen: PA: 130/85 mmHg, FC: 84 X', FR: 28 X'; se detecta polineuropatía sensorial distal y simétrica, 
además de una úlcera crónica en el talón derecho. Hace 10 meses tuvo IMA tratado con angioplastía. ¿Qué 
resultado de laboratorio corresponde a este cuadro?",Proteinorraquia 150 mg/dl,Glicemia 190 mg/dl,Serología (+) para herpes simple,Plomo en sangre 50 µg/dl,Cobalamina en plasma 6 pg/ml,B
"Mujer de 82 años, que ingresa a UCI después de una colectomía parcial con colostomía, la cual se realizó por 
obstrucción aguda de colon; al día siguiente de la operación, la enfermera registra 100 ml de diuresis en las últimas 
6 h. ¿Cuál de los siguientes criterios sugiere insuficiencia renal prerrenal?",Fracción excretada de sodio <1%,Osmolalidad urinaria de 300 mmol/kg,Razón de creatinina en orina/plasma de 15,Concentración de sodio en orina de 50 mEq/l,Presión venosa central >15 cm de H2O,A
¿Cuál de los siguientes fármacos se considera hoy en día de elección en el tratamiento de la artritis reumatoide?,Metotrexate,D-penicilamina,Ciclosporina,Prednisolona,Sales de oro,A
El principal daño hepático que puede ser ocasionado por ...... es de tipo colestasis.,ketoconazol,metimazol,isoniacida,ibuprofeno,metildopa,B
"Mujer de 21 años, acude por amenorrea, poco sangrado vaginal y dolor abdominal. Examen: PA: 100/50 mmHg, 
FC: 110 X', T°: 37 °C; Región abdominal: muy sensible con rebote en cuadrante bajo izquierdo; Tacto vaginal: 
masa anexial izquierda, dolorosa de 4 cm. Hematocrito: 32%. ¿Cuál es la conducta a seguir?",Observación,Tratamiento con estrógenos,Tratamiento con progesterona,Tratamiento con metotrexate,Indicación de cirugía,E
¿Cuál es la patología más grave en los recién nacidos hijos de madre diabética?,Anemia,Enfermedad de membrana hialina,Sepsis,Síndrome de aspiración meconial,Taquipnea transitoria,B
"Según el esquema de vacunación nacional; para un niño de 4 meses de edad. ¿Cuál es la vacuna que le 
corresponde?",1ra dosis de influenza,1ra dosis de pentavalente,2da dosis de influenza,2da dosis de antineumocócica,2da dosis de OPV,D
¿Qué se evidencia en la radiografía de tórax de un paciente con comunicación interventricular grande?,Botón pulmonar excavado,"Silueta cardiaca normal, flujo pulmonar normal","Cardiomegalia, flujo pulmonar disminuido","Silueta cardiaca normal, flujo pulmonar","Cardiomegalia, flujo pulmonar aumentado",E
"Mujer de 52 años, acude a urgencias con una parálisis bilateral de las extremidades superiores, que se había 
instaurado de manera brusca dos horas antes; en la entrevista se muestra risueña y verbaliza no entender por qué 
sus familiares están tan preocupados. La familia refiere que el día anterior su hijo había sido detenido por la policía, 
por tráfico de drogas y todavía no había podido contactar con él. ¿Cuál es el diagnóstico más probable?",Hipocondriasis,Trastorno facticio,Trastorno conversivo,Trastorno depresivo,Trastorno delirante,C
En relación a una agresión sexual. ¿Cuál es la conducta inmediata a seguir?,Iniciar el proceso judicial del caso,Evitar agresiones similares,Reintegrarse a labores habituales,Determinar características del agresor,Prevenir el embarazo y ETS,E
"Varón de 30 años, llega a emergencia por presentar convulsiones repetidas, entrando en coma. Antecedentes: 
hace un mes que ha regresado de Bagua, familiares reportan que inicia su enfermedad con dolor de cabeza, fiebre 
y escalofríos. Examen: PA: 100/60 mmHg, FR: 24 X', T°: 38.3 °C. Laboratorio: Hb: 10 g/dl, úrea en sangre: 150 
mg/dl; creatinina: 3 mg/dl; BT: 4 mg/dl, dímero D: 3 µg/dl; glucosa: 70 mg/dl; pH: 6.9; gota gruesa (+). ¿Cuál es el 
Plasmodium involucrado?",Malariae,Ovale,Knowlesi,Vivax,Falciparum,E
"Varón de 66 años, llega a su consulta por presentar dolor intenso y tumefacción en su rodilla derecha desde el día 
anterior; confirmándose la presencia de un derrame sinovial a la exploración. Una radiografía de la articulación 
podrá aportar datos útiles para el diagnóstico, sólo si el paciente sufre...",artritis por pirofosfato cálcico.,hemofilia.,artritis séptica.,espondiloartropatía.,ataque de gota.,A
"Recién nacido varón de 7 días por parto domiciliario, hace 2 días presenta secreción ocular clara acuosa que se 
torna purulenta. Examen: hiperemia marcada y quemosis conjuntival. ¿Cuál es el probable agente infeccioso?",Clamydia,Gonococo,Cándida,Adenovirus,Estafilococo,B
"Mujer de 60 años, presenta disnea de esfuerzo en los últimos 8 meses; actualmente con disnea a pequeños 
esfuerzos, tos seca durante el día. Antecedente de cocinar con leña desde la infancia hasta la actualidad. Examen: 
afebril, PA: 100/75 mmHg, FC: 88 X', FR: 24 X', uñas en vidrio de reloj y dedos en palillo de tambor; Pulmones: 
crepitantes secos tipo velcro en ambas bases pulmonares; Cardiovascular: normal; no hepatomegalia, no edemas. 
¿Cuál es el diagnóstico más probable?",Insuficiencia cardiaca congestiva,Fibrosis pulmonar por colagenopatías,Granulomatosis de Wegener,Enfermedad pulmonar intersticial difusa,Sarcoidosis,D
"Recién nacido de parto vaginal, varón. Examen: flácido, respiración apneica. FC: 96 X', cuerpo rosado y 
extremidades cianóticas; muecas al pasaje de sonda. ¿Cuál es el puntaje de Apgar?",6,3,1,2,4,B
¿Cuál es la causa más común de sangrado post menopaúsico?,Vaginitis atrófica,Pólipos endometriales,Tratamiento con estrógenos,Cáncer de cérvix,Atrofia endometrial,E
"Mujer de 18 años, presenta desde hace cuatro días dolor tipo cólico en región epigástrica que luego de seis horas 
se localiza en fosa iliaca derecha; además náuseas, vómito e hiporexia. Examen: T°: 38 °C; Pulso: 90 X'; PA: 
120/70 mmHg; FR: 20 X'. Abdomen: ruidos hidroaéreos presentes; tumoración de 4x4 cm de consistencia dura 
con bordes definidos y dolorosa en fosa iliaca derecha. ¿Cuál es el manejo terapéutico inicial?",Drenaje percutáneo,Apendicectomía laparoscópica,Antibioticoterapia endovenosa,Drenaje transvaginal,Apendicectomía abierta,C
"Recién nacido hijo de madre infectada por VIH, que no recibió tratamiento antirretroviral. Para prevenir la 
transmisión madre - niño del VIH. ¿Cuál es la indicación profiláctica recomendada?",Zidovudina en el RN durante las 3 semanas de,Aislamiento de la madre,Lamivudina en el RN por 3 días,ARV en el RN dentro de las primeras 48 horas,Suspender la lactancia materna,E
"Se realiza el seguimiento a un grupo de pacientes con y otro sin concentración elevada de colesterol sanguíneo, 
para asociar un mayor riesgo de enfermedad coronaria. ¿Cuál es el tipo de estudio realizado?",Ecológico,Cohortes,Casos y controles,Cuasi experimental,Experimental,B
"Mujer post menopaúsica, acude a consulta por presentar sangrado vaginal en regular cantidad de 2 días de 
evolución. ¿Cuál es la conducta a seguir para un diagnóstico oportuno?",Biopsia de endometrio con aspiración,Sólo taponamiento vaginal,Biopsia de cérvix por sacabocado,Toma de PAP,Ecografía pélvica,A
