questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál es el factor de riesgo más importante para el cáncer de endometrio?,Menarquia temprana,Menopausia temprana,Portadora de BRCA 1,Obesidad,Irregularidades menstruales,D
"Segundigesta de 28 semanas, con grupo y factor O Rh negativo, con test de Coombs indirecto positivo 1/8 
diluciones, no recibió vacuna anti D en su anterior gestación. ¿Cuál es el parámetro en la ecografía doppler fetal, 
que permitirá evaluar en forma no invasiva y con mayor precisión la posibilidad de anemia fetal?",Índice de pulsatilidad de la arteria cerebral,Velocidad máxima sistólica de la arteria cerebral,Velocidad máxima sistólica de la arteria,Índice de pulsatilidad de la arteria umbilical,Índice de resistencia de la arteria umbilical,B
"Gestante de 20 semanas, G4 P1021, antecedente de conización por displasia de cérvix. Al examen: se constata 
dilatación cervical sin presencia de dolor tipo contracción y abombamiento de las membranas en la vagina. ¿Cuál 
es el diagnóstico más probable?",Insuficiencia cervical,Aborto inevitable,Aborto en curso,Trabajo de parto pretérmino,Aborto espontáneo,A
"Una gestante tiene 34 semanas por FUR acude a consulta por presentar contracciones uterinas cada 8 a 9 minutos 
desde hace 3 horas y de buena intensidad. Tiene como antecedente un cuadro de vaginosis bacteriana, 
actualmente disuria y tenesmo vesical. Ecografía obstétrica confirma tiempo de embarazo y el bienestar fetal está 
conservado. Al tacto vaginal cérvix incorporado y dilatación 1 cm. ¿Cuál es el diagnóstico que corresponde a la 
paciente?",Parto prematuro,Contracciones de Braxton-Hicks,Irritabilidad uterina,Embarazo normal,Amenaza de parto pretérmino,E
"Gestante de 36 semanas, con VIH desde antes del presente embarazo, recibiendo TARGA hasta el momento de 
la consulta, desea tener parto vaginal. Examen: PA: 110/60 mmHg, FC: 74 x min. T:36.8oC. Altura uterina: 34cm, 
presentación cefálica. Tacto vaginal: pelvis ginecoide. ¿Cuál es el valor máximo de carga viral en copias /ml que 
debe tener dentro de las 4 semanas previas al parto para considerar la vía de parto vaginal?",1200,1500,1000,500,200,C
¿Cuál es el diámetro que se presenta en la presentación cefálica con deflexión de 3° grado?,Occípito-frontal,Submento-bregmático,Suboccípito-bregmático,Supraoccípito-mentoniano,Occípito-nasal,B
"Gestante de 41 semanas por FUR, acude a urgencias por contracciones. Durante el trabajo de parto presenta 
episodio súbito de dolor torácico y disnea; luego hace paro cardiorrespiratorio. Se constata hipoxia en el AGA y 
alteración de la frecuencia cardiaca fetal. Finalmente presenta hemorragia masiva por coagulopatía de consumo. 
¿Cuál es el diagnóstico probable?",Hemorragia fetomaterna,Embolia amniótica,Desprendimiento prematuro de placenta,Vasa previa,Shock hipovolémico,B
"Primigesta de 26 años, refiere amenorrea de 26 semanas, desde hace 5 días presenta malestar general, cefalea, 
edemas y ligero dolor en hipocondrio derecho. Presión arterial: 150/100 mmHg. Laboratorio: Hb: 8 g/dl, bilirrubina: 
1.4 mg/dl, DHL: 670 UI/L, TGO: 182 UI/l, plaquetas: 80,000/mm3. ¿Cuál es el diagnóstico más probable?",Hipertensión transitoria,Preeclampsia superpuesta a hipertensión,Preeclampsia severa,Preeclampsia leve,Hígado graso agudo del embarazo,C
"Primigesta de 25 años y 39 semanas acude a emergencia por presentar contracciones uterinas regulares y de 
buena intensidad, controladas desde hace 24 horas. Examen pélvico: dilatación 3 cm,  borramiento 90 %, según 
Friedman, ¿Cuál es el diagnóstico?",Fase latente prolongada,Falso trabajo de parto,Distocia del canal del parto,Distocia de presentación,Fase activa prolongada,A
"Multípara de 11 semanas de gestación acude a control prenatal, refiere náuseas, vómitos frecuentes con 
disminución del apetito. Antecedente de embarazo molar y en una de las gestaciones hipertensión gestacional. 
IMC: 29 ¿Cuál es el factor de riesgo más importante para hiperémesis gravídica?",Multiparidad,IMC (índice de masa corporal),Hipertensión gestacional,Edad gestacional,Embarazo molar,E
"Mujer de 40 años presenta cuadros respiratorios infecciosos crónicos usando antibióticos de amplio espectro. 
Acude a consulta por presentar prurito genital y secreción blanquecina grumosa cada 2 meses al año. ¿Cuál es 
el diagnóstico?",Dermatitis vulvar,Vaginitis inflamatoria,Vaginitis atrófica,Cervicitis crónica.,Candidiasis vaginal recurrente,E
"Mujer joven, sexualmente activa, con varias parejas y uso de preservativo ocasional acude a consulta por presentar 
una lesión ulcerativa dolorosa, superficie plana y bordes irregulares en la zona perianal. ¿Cuál es el diagnóstico 
más probable?",Herpes genital,Granuloma inguinal,Infección por papiloma virus,Sífilis secundaria,Chancro blando,E
"¿Cuál de los siguientes, es un marcador importante para el diagnóstico de parto pre término?",Prostaglandina,Lecitina,Glucosamina,Fibronectina,Leptina,D
"Mujer de 28 años, con diagnóstico de diabetes gestacional, en parto vaginal de su tercer hijo, luego de la salida 
de la cabeza, presenta distocia de hombros. El médico realiza una flexión extrema de los muslos maternos 
logrando el parto vaginal. Este procedimiento se denomina maniobra de:",Mc Donald,Mc Roberts,Zavanelli,Mauriceau,Bracht,B
"Gestante de 28 semanas, sin hijos, tiene el diagnóstico de corioamnionitis con compromiso fetal.  En relación a 
este caso ¿Cuál de las siguientes alternativas es la correcta?",Un hemograma con leucocitosis define el diagnóstico,Si presenta dinámica uterina se debe utilizar tocolíticos,El parto debe ser por cesárea,Debe terminarse la gestación sin tener en cuenta la edad gestacional,Usar antibióticos por 48 horas antes de terminar el embarazo,D
