questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Mujer de 50 años, acude a consulta por presentar en forma recurrente secreción maloliente perianal que mancha 
la ropa interior. Antecedente: absceso perianal tratado quirúrgicamente hace 3 semanas. Examen: FV estables; 
en región perianal se evidencia orificio ubicado a 2 cm del margen anal que a la palpación drena secreción serosa 
fétida. Se sospecha de fístula anal y se desea ubicar el orificio interno fistuloso. ¿Cuál es el procedimiento a seguir?",RMN,Fistulografía,Ecografía endoanal,Regla de Goodasall,TAC de pelvis,D
"Mujer de 42 años con antecedente de diabetes, desarrolla eritema migratorio necrolítico de las extremidades 
inferiores. ¿Cuál es el diagnóstico más probable?",Insulinoma,Glucagonoma,Gastrinoma,Somatostatinoma,Linfoma,B
"Mujer de 35 años, G5 P 5005, puérpera de 1 hora de parto vaginal de un recién nacido varón de 4,100 g, sin 
complicaciones aparentes; presenta repentinamente sangrado vaginal abundante. ¿Cuál es el diagnóstico más 
probable?",Coagulopatía,Desgarro vaginal,Retención de restos placentarios,Rotura uterina,Atonía uterina,E
"Niño de 14 años, acude por tos seca de una semana de evolución que ha aumentado en los últimos días; en la 
actualidad es espasmódica y emetizante, no se acompaña de fiebre ni de dificultad respiratoria. No convive con 
personas con tos crónica ni existe ambiente tabáquico en el hogar; recibió sus vacunas hasta el primer año. Su 
crecimiento y desarrollo son normales. Examen: hemorragia subconjuntival bilateral; auscultación es normal. ¿Cuál 
es la decisión terapeutica más adecuada?",Azitromicina,Codeína,Ciprofloxacina,Salbutamol,Dexametasoma,A
"Mujer de 64 años que hace 4 horas presenta rectorragia y dolor en región perianal luego de hacer la deposición. 
Examen: FV: estables; rectoscopía: presenta paquetes hemorroidales prolapsados irreductibles y con sangrado 
local. ¿A qué grado corresponde y cuál es el tratamiento quirúrgico más adecuado?",IV y hemorroidectomía,III y escleroterapia,II y ligadura con banda elástica,III y crioterapia,IV y ablación por rayos infrarrojos,A
"¿Para qué daño es un factor de riesgo la ""vesícula en porcelana""?",Cálculo,Seudopólipo,Pólipo,Cáncer,Infección,D
"Niño de 10 años, llega a urgencias con dolor inguinal y escrotal intenso que comenzó de forma brusca, después 
de un partido de fútbol. Examen: el niño está afectado y se observa tumefacción y dolor en escroto derecho, no se 
detecta reflejo cremastérico y el testículo derecho está elevado y rotado. ¿Cuál es el tratamiento más adecuado?",Tratamiento analgésico ambulatorio,Administración de líquidos por vía endovenosa,Exploración quirúrgica inmediata,Antibióticos por vía endovenosa,Ingreso hospitalario para observación clínica,C
"Mujer de 25 años, 7 semanas de amenorrea, con sangrado vaginal escaso. Antecedente de enfermedad 
inflamatoria pélvica hace un año que requirió hospitalización. Ecografía: signos compatibles con embarazo 
ectópico no complicado. ¿Cuál es la localización más frecuente?",Trompa uterina,Ovario,Abdominal,Ligamento ancho,Cuello uterino,A
"Varón de 40 años, chofer interprovincial, acude por cefalea crónica, que desde hace una semana es muy intensa, 
limitando sus actividades laborales. Examen: fondo de ojo con edema de papila, ataxia, fotofobia, rigidez de nuca. 
La cefalea se incrementa al cambio de posición de la cabeza. TAC cerebral: múltiples imágenes quísticas lobuladas 
en el IV ventrículo y las cisternas ventriculares, además algunas calcificaciones en el parénquima cerebral. ¿Cuál 
es el diagnóstico más probable?",Astrocitoma quístico,Quistes hidatídicos cerebrales,Quistes aracnoideos,Neurocisticercosis.,Malformaciones arteriovenosas,D
"¿Cuál es el agente etiológico más frecuente de neumonía adquirida en la comunidad, en niños mayores de 5 
años?",Staphylococcus aureus,Moraxella catarrhalis,Haemophilus influenzae tipo 6,Mycobacterium tuberculosis,Streptococcus pneumoniae,E
