questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál de los siguientes es el patógeno más asociado a la necrosis retiniana externa progresiva?,Citomegalovirus,Virus de Epstein-Barr,Toxoplasma gondii,Virus de la varicella-zoster,Toxocara canis,D
"Varón de 75 años, con antecedente de quimioterapia; desde hace 3 días presenta lesiones vesiculares dolorosas 
y supurantes en el párpado superior derecho y la frente del mismo lado, así como en el lado derecho de la punta 
de la nariz. Examen: queratitis punteada en ojo derecho, ojo izquierdo normal. ¿Cuál es el diagnóstico más 
probable?",Impétigo,Herpes zóster,Pénfigo,Stevens Johnson,Erisipela,B
¿Cuál es el agente etiológico de la queratitis que se presenta típicamente con infiltrados perineurales?,Acanthamoeba,Adenovirus,Cándida,Treponema pallidum,Onchocerca volvulus,A
¿Cuál es la disgenesia del segmento anterior que se presenta con embriotoxon posterior?,Anomalía de Peters,Iris plateau,Aniridia,Síndrome de Lowe,Anomalía de Axenfeld,E
Las estrías de Siegrist indican:,Degeneración corneal,Degeneración macular,Necrosis fibrinoide coroidea,Degeneración en empalizada,Necrosis escleral,C
¿Cuál de los siguientes es el sitio más común de metástasis del melanoma maligno de coroides?,Cerebro,Hígado,Piel,Bazo,Riñón,B
Las estrías angioides representan discontinuidades o roturas de …,el epitelio pigmentario de la retina.,la membrana de Bruch.,la capa de fotorreceptores de la retina.,la capa plexiforme externa.,la membrana limitante interna.,B
¿Cuál es la forma de catarata que se presenta con más frecuencia en el paciente con retinosis pigmentaria?,Polar anterior,Cortical,Subcapsular posterior,Sutural,Zonular anterior,C
"¿Cuál de las siguientes estructuras, tiene el mayor poder refractivo?",Cara anterior de la córnea,Núcleo del cristalino,Cara anterior del cristalino,Cara posterior del cristalino,Cara posterior de la córnea,A
¿Cuál de las siguientes patologías puede asociarse con más frecuencia a la papilitis en niños?,Esclerosis múltiple,Arteritis de células gigantes,Estafiloma peripapilar,Hipertensión arterial,Mononucleosis infecciosa,E
