questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Recién nacido, con expresión alerta, que presenta pabellón auricular totalmente incurvado, con glándula mamaria 
palpable mayor de 10 mm, pezón de 7.5 mm y bordes elevados, piel gruesa, laxa, con descamación en manos y pies, 
uñas largas y surcos de pliegues plantares en más de la mitad de la planta. ¿A qué edad gestacional en semanas 
corresponde?",39,40,42,38,37,C
¿Cuál es el riesgo de anomalías congénitas en hijos de mujeres con consumo excesivo de alcohol durante el embarazo?,30%,20%,15%,10%,5%,A
¿Cuál es el tratamiento inicial de la hipoglicemia sintomática en el recién nacido?,Glucosa al 5% 2mL/kg EV,Glucosa al 10% 2mL/kg VO,Glucosa al 5% 2mL/kg VO,Glucosa al 10% 2mL/kg EV,Alimentación con fórmula láctea,D
"En el recién nacido, durante la maniobra de reanimación con ventilación asistida, si la FC permanece menor de 100X'. 
¿En cuánto tiempo en segundos decide iniciar masaje cardiaco?",15,60,40,20,30,E
¿Cuál es la región del encéfalo que más se afecta en meningoencefalitis tuberculosa?,Área temporal,Corteza cerebral,Hipotálamo,Tronco encefálico,Área occipital,D
"Pre-escolar, 3 años, vive en zona rural, previamente sano, llevado a Emergencia por somnolencia, vómitos, salivación 
marcada y diarrea. Examen: bradicárdico, sudoroso, con temblores, fasciculaciones y broncoespasmo. ¿Cúal es su 
sospecha diagnóstica?",Intoxicación por órganos fosforados,Epilepsia,Enfermedad diarreica,Intoxicación por mercurio,Intoxicación por plomo,A
"Escolar de 6 años, sufre mordedura de perro en el muslo derecho mientras jugaba con él, acudió a Centro de Salud, 
donde le realizan curación de la herida. Refiere el dueño que su perro está vacunado. ¿Cuál es la conducta a seguir?",Observación del perro durante 7-10 días,Colocar al niño vacuna antirrábica,Colocar al niño suero antitetánico,Sacrificar al perro,No hacer nada por ser perro conocido,A
"Adolescente de 15 años, llega a emergencia presentando agitación psicomotriz, alucinaciones visuales. Examen: 
FC:120X', T° 38.5°C, PA 160/100 mmHg, piel sudorosa, pupilas dilatadas. ¿Cuál es el tóxico causal?",Heroína,Benzodiazepina,Alcohol,Cocaína,Órganofosforado,D
"¿Cuál de las siguientes patologías constituye una secuela tardía de la infección congénita subclínica por 
citomegalovirus?",Neumonitis,Artritis,Hipoacusia neurosensitiva,Anemia hemolítica,Osteocondritis,C
¿Cuál es la complicación más frecuente de la neumonía bacteriana?,Artritis supurativa,Derrame pleural,Meningitis,Pericarditis,Endocarditis,B
"Pre-escolar de 3 años, hace 2 semanas cuadro de tos seca, sensación de alza térmica, hiporexia y disminución de peso. 
El niño asiste a guardería. Examen: luce buen estado general, adelgazado leve, no hallazgos pulmonares y resto normal. 
Rx tórax: foco parenquimal en la base derecha y ganglios parahiliares derecho. ¿Cuál es el diagnóstico más probable?",Neumonía atípica,Neumonía bacteriana,Neumonía viral,Complejo primario tuberculoso,Tuberculosis por reactivación,D
"Escolar de 7 años, presenta edema bipalpebral, con eritema y fiebre. Examen: quemosis bilateral, leve proptosis de ojo 
derecho con limitación del movimiento ocular y disminución de la visión. ¿Cuál es el diagnóstico?",Endoftalmitis,Celulitis pre-septal,Celulitis post-septal,Dacroadenitis,Queratoconjuntivitis,C
¿Cuál de los siguientes es considerado un criterio indispensable para hacer el diagnóstico de bulimia nerviosa?,Vómitos provocados,Dietas forzadas,Atracones,Distorsión de imagen corporal,Sobrepeso,C
"Escolar de 6 años, que presenta desde hace 7 días, lesiones papulares, eritematosas, algunas costrosas y 
descamativas; en regiones interdigitales de las manos, muñecas, axilas y abdomen a nivel del ombligo. ¿Cuál es el 
tratamiento de elección?",Pomada de azufre,Benzoato de bencilo,Hexacloruro de benceno,Permetrina,Permanganato de potasio,D
¿Cuál es el patógeno más frecuente que causa neumonía en la comunidad en menores de 2 años?,Neumococo,Mycoplasma pneumoniae,Rinovirus,Haemophilus influenzae,Virus sincitial respiratorio,E
¿Cuál es el agente infeccioso más frecuente en sepsis neonatal precoz?,Pseudomona sp,Escherichia coli,Chlamydia trachomatis,Staphylococcus aureus,Enterococcus faecalis,B
"Recién nacido post-término, cesárea por sufrimiento fetal, teñido de meconio. Examen: deprimido, sin esfuerzo 
respiratorio, bradicárdico, cianótico. ¿Cuál es la conducta a seguir?",Estimulación táctil,Intubación endotraqueal y aspiración,Secado enérgico,Oxígeno en cánula binasal,Óxido nítrico inhalado,B
"Adolescente en abandono, traído a emergencia con compromiso del sensorio. Examen: aliento alcohólico, al llamado 
responde incoherencias.TAC cerebral normal. Al día siguiente confuso, inquieto, diaforético, taquicárdico, con tremores, 
refiere que ve insectos en la pared. ¿Cuál es el diagnóstico probable?",Intoxicación aguda,Abuso de alcohol,Abstinencia alcohólica,Encefalopatía hepática,Demencia de Korsakoff,C
"Lactante 6 meses, previamente sano. Madre lo lleva a Emergencia porque se pone flácido y no responde al estímulo, 
el episodio dura aproximadamente 30 segundos; luego de ello queda normal; niega otra sintomatología. Antecedente 
de vacunación hace 5 días. Examen clínico normal. ¿Cuál es la causa más probable?",Meningitis aguda,Reacción post-vacunal,Encefalitis aguda,Exposición a tóxicos,Crisis de ausencia,B
"Niño de 6 años, con ictericia, fiebre y dolor abdominal en hipocondrio derecho. ¿Qué análisis de laboratorio confirma la 
sospecha diagnóstica?",Amilasa-lipasa,Hemoglobina-reticulocitos,IgM-HVA,Bilirrubina-GGT,Hemograma-glicemia,C
¿Cuál es el fármaco más importante en el tratamiento médico de la insuficiencia cardiaca?,Digoxina,Clorotiazida,Espironolactona,Furosemida,Bumetadina,D
"Varón, recién nacido a término por cesárea electiva, APGAR 9 al minuto. A las dos horas presenta dificultad respiratoria, 
taquipnea, quejido espiratorio y retracciones. Rx de tórax: hiperexpansión, horizontalización costal, infiltrados perihiliares 
y diafragma plano. ¿Cuál es el diagnóstico?",Neumonía aspirativa,Síndrome de aspiración meconial,Membrana hialina,Taquípnea transitoria,Displasia broncopulmonar Clínicas,D
"Escolar de 6 años procedente de Ica, es traido a emergencia por presentar dolor óseo generalizado, ictericia y palidez 
marcada. Examen: hepatoesplenomegalia, extremidades normales. Laboratorio: hemoglobina 6 g/dl, BT: 12 mg/dl, BD: 
2 mg/dl, eritrocitos en semiluna. ¿Cuál es el diagnóstico?",Paludismo,Brucelosis,Anemia falciforme,Dengue,Leptospirosis,C
"Adolescente de 12 años, puérpera de parto vaginal, que da lactancia materna. Desea método de anticoncepción. Según 
la edad de la paciente. ¿Cuál de los siguientes métodos está indicado?",Anticonceptivos orales combinados,Anticonceptivo de depósito,Bloqueo tubárico,Solo estrógenos,Progestágenos vía oral,E
"Escolar de 5 años, transferido de centro de salud por Hb: 5 g/dl, leucocitos y plaquetas normales, tos de 2 semanas de 
evolución e hiporexia. Examen: palidez de piel y mucosas, activo. FC: 104X', FR: 30X', TyP: normal, CV: taquicardia, 
no adenopatías, resto no contributorio. Se diagnóstica anemia severa. ¿Cuál es el tratamiento adecuado?",Administración oral de hierro,Transfusión de paquete globular,Administración de eritropoyetina,Transfusión de sangre completa,Administración de ácido fólico,A
"Una convulsión parcial de 20 minutos de duración, con recidiva en dos oportunidades en un período de 24 horas, que 
se presenta en niños de 6 meses a 5 años de edad, con fiebre. ¿A qué diagnóstico corresponde?",Convulsión febril simple,Estatus epiléptico febril,Síncope febril,Convulsión febril compleja,Mioclonías,D
¿Cuál de los siguientes exámenes es más específico para confirmar el diagnóstico de artritis reumatoide?,Anti-Ro,Factor reumatoideo,Velocidad de sedimentación,Anti-DNA,Anti-CCP,E
"Escolar de 8 años, hace 10 días presentó resfrío común, dolor epigástrico intenso y dolor en rodillas y tobillos. Examen: 
lesiones papulares rojizas puntiformes a predominio de extremidades, abdomen blando, depresible, articulaciones 
normales. Laboratorio: Hb: 11g/dl, BT: 1g/dl, reticulocitos 1%, plaquetas: 250,000/ul. ¿Cuál es el tratamiento?",Observación,Corticoides,Transfusión de plaquetas,Antibióticos,Hidroxiurea,B
"Pre-escolar de 3 años llega a emergencia por presentar bruscamente violentos paroxismos de tos y marcada dificultad 
respiratoria. Al examen: FR:40X', FC:120X', politirajes, aleteo nasal, SatO2: 90%, murmullo vesicular disminuido en HTD 
y sibilancias localizadas en la misma zona. ¿Cuál es el diagnóstico probable?",Crisis asmática,Neumotórax,Neumonía viral,Cuerpo extraño,Crup espasmódico,D
La calificación del APGAR permite identificar ..... del recién nacido.,el grado de dificultad respiratoria,la vitalidad,la edad gestacional,el desarrollo neurológico,el desarrollo neuromuscular,B
"Escolar de 6 años, con fiebre, tos, dificultad respiratoria y dolor torácico. Examen: FC: 112X', FR: 52X', T° 39°C. TyP: 
submatidez, soplo tubárico, broncofonía y crepitantes en base de HTD, CV: taquicardia, neurológico: no signos 
meningeos. ¿Cuál es el diagnóstico probable?",Neumonía viral,Neumonía intrahospitalaria,Neumonía bacteriana,Neumonía complicada,Neumonía aspirativa,C
"Adolescente que presenta vello pubiano de distribución triangular que se extiende a los muslos, mamas con doble 
contorno y proyección del pezón, la areola forma parte del contorno mamario general. Según Tanner. ¿A qué estadío 
de madurez sexual corresponde?",IV,V,II,I,III,B
¿Qué caracteriza al síndrome depresivo en adolescentes?,Verborrea,Alucinaciones,Irritabilidad,Hiperfagia,Insomnio,C
"Adolescente de 13 años, presenta en forma recurrente cefalea pulsátil, focalizada en región frontal de moderada 
intensidad y en incremento, asociada a náuseas, vómitos y fotofobia. Antecedente de madre con cuadro similar. ¿Cuál 
es el diagnóstico probable?",Aneurisma,Ametropía,Depresión,Tumor cerebral,Migraña,E
"¿A qué edad en años, se administra el segundo refuerzo de la vacuna DPT?",3,6,10,5,4,E
¿Qué malformaciones congénitas se asocian con más frecuencia a oligohidramnios?,Cardíacas,Cerebrales,Renales,Gastrointestinales,Oculares,C
"Recién nacido a término, parto vaginal con doble circular de cordón, rosado con extremidades azules, FC: 90X', gestos 
faciales durante la aspiración, tono con cierta flexión, respiración lenta irregular. ¿Cuál es el puntaje del APGAR al 
minuto?",6,4,3,8,5,E
"Adolescente mujer de 17 años, consulta por presentar eritema malar bilateral, palidez y edema bipalpebral. Laboratorio: 
Hb 9.0 gr/dl; VSG 70 mm/h; orina: hematies 6-8/campo, leucocitos 20/campo, cilindros hialinos +++. ¿Cuál es el 
marcador que solicita ante la sospecha de lupus eritematoso sistémico con compromiso renal?",VSG,Anti DNA bc,ANCAc,C3,Anti La,B
"Neonato a término, 5 días de vida, llevado a establecimiento por pérdida excesiva de peso, sin fiebre, recibe LME, 
micciona 3 veces/día en poca cantidad, no diarrea. Examen: pérdida de peso de 12% con respecto al nacimiento, 
ictericia hasta tórax, despierta con llanto enérgico, succión pobre y reflejo de Moro normal. ¿Cuál es el diagnóstico más 
probable?",Deshidratación hiponatrémica,Desnutrición aguda,Deshidratación hipernatrémica,Meningitis neonatal,Sepsis neonatal tardía,C
"Recién nacido varón, 36 semanas de edad gestacional. Antropometría: peso < percentil 3, talla en percentil 5, perímetro 
cefálico en percentil 5. ¿Cómo lo clasifica?",Retardo en crecimiento intrauterino simétrico,No tiene retardo en crecimiento intrauterino,Muy bajo peso al nacer,Pretérmino adecuado para edad gestacional,Retardo en crecimiento intrauterino asimétrico,E
¿Cuál es el estudio de imagen de elección para detectar cicatrices renales en un paciente con pielonefritis aguda?,Tomografía,Gammagrafía,Resonancia,Cistoureterografía,Ecografía,B
¿Por qué se caracteriza la vacuna contra el sarampión?,Indicado en inmunodeprimidos severos,Es virus vivo atenuado,Nunca aplicar en menores de 12 meses,Se aplica por vía intramuscular,No es necesario colocar refuerzo,B
¿Cuál es la medicación recomendada para el tratamiento de intoxicación por mercurio?,Azul de metileno,Dimercaprol,Deferoxamina,Pralidoxima,Carbón activado,B
"Neonato a término, sin factores de riesgo, que a las 48 horas de vida presenta ictericia con niveles de bilirrubina no 
conjugada de 10mg/dl y que en el control a las 24 horas se observa un incremento del nivel sérico de bilirrubina > de 
0.5 mg/dl/h. ¿Cuál es la conducta a seguir?",Fototerapia intensiva,Fototerapia con fuente luminosa azul,Exanguinotransfusión,Fototerapia con fuente luminosa blanca,Fenobarbital,C
