questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál de los músculos extraoculares es el que tiene el mayor arco de contacto?,Recto superior,Recto inferior,Oblicuo inferior,Oblicuo superior,Recto lateral,C
¿A qué nivel se encuentra la separación de la retina en la retinosquisis juvenil ligada al cromosoma X?,Capa de fibras nerviosas,Segmento externo de fotoreceptores,Capa plexiforme externa,Núcleo de las células bipolares,Membrana limitante externa,A
¿Cuál es la distrofia hereditaria macular más común?,Degeneración macular asociada a la edad,Distrofia corneorretiniana cristalina de Bietti,Síndrome de Alport,Enfermedad de Stargardt,Enfermedad de Oguchi,D
"Varón de 20 años, con endotropía, que presenta depresión excesiva en aducción en ambos ojos. ¿Qué patrón de 
endotropía le sugieren estos hallazgos?",V por hiperfunción de oblicuos inferiores,V por hiperfunción de rectos superiores,V por hipofunción de rectos mediales,A por hiperfunción de rectos inferiores,A por hiperfunción de oblicuos superiores,E
"En la clasificación citológica de los melanomas uveales, de acuerdo a la clasificación modificada de Callender. ¿Cuál 
de los siguientes tipos tiene el peor pronóstico?",Fusiforme,Adenoide,Mixto,Epitelioide,Folicular,D
"Mujer de 20 años, que luego de proceso infeccioso palpebral presenta ""caída de párpados superiores"", seguido de 
alteraciones de la motilidad ocular, que se incrementan en el transcurso del día. Examen: ptosis bilateral, con agudeza 
visual 20/20 en ambos ojos y elevación del mentón. ¿Cuál de las siguientes es de mayor ayuda diagnóstica?",Prueba de la bolsa de hielo,Campimetría computarizada,Exámenes de función tiroidea,Prueba de los tres pasos,Prueba rojo-verde de Lancaster,A
¿Cuál de los siguientes se considera signo típico de la queratitis por acanthamoeba?,Infiltrados perineurales,Placa endotelial,Lesiones satélite,Pseudopterigion,Guttata,A
¿Cuál es el hallazgo que se observa en las pruebas que se realizan para la evaluación de los movimientos oculares?,La exotropia intermitente se hace más evidente,En el cover test el movimiento del ojo no tapado,Para la medida de la exotropia se usa un prisma,La presencia del ángulo kappa positivo simula,La endotropia acomodativa se hace más evidente,D
"Varón de 28 años, con baja visión. Examen: queratitis punctata y pannus en ambos ojos. Examen microscópico del 
raspado conjuntival: linfocitos, neutrófilos y células epiteliales con cuerpos de inclusión en su citoplasma. ¿Cuál es el 
agente infeccioso más probable?",Citomegalovirus,Herpes simple,Chlamydia trachomatis,Rubéola,Treponema pallidum,C
¿Cuál es la lesión periférica que se asocia con mayor frecuencia al desprendimiento de retina regmatógeno?,Pavimentosa,En empalizada,Blanco sin presión,Baba de caracol,Penacho retiniano,B
