questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Pre-escolar de 4 años, desde hace una semana presenta fiebre, cefalea, mialgias y dolor faríngeo. Examen: exantema 
máculo-papular en el tronco, múltiples adenopatías cervicales e inguinales de 2x2 cm y esplenomegalia. ¿Cuál es el 
diagnóstico?",Rubéola,Kawasaki,Mononucleosis infecciosa,Escarlatina,Eritema infeccioso,C
"Mujer obesa de 35 años, ingresa por vómitos biliosos, diarrea líquida abundante y dolor abdominal difuso tipo cólico que 
irradia en faja, luego de ingesta de cebiche en ambulante. Antecedente de polidipsia y poliuria hace 3 semanas. Examen: 
deshidratada, polipneica, diaforética. Glicemia capilar en 720 mg/dl, AGA: pH: 7.2, HCO3: 8 mEq, osmolaridad 
plasmática: 330 mOsm, amilasa: 50 UI. ¿Cuál es el diagnóstico?",Cetaoacidosis diabética,Pancreatitis aguda,Intoxicación alimentaria,Estado mixto,Estado hiperosmolar,D
"Paciente de 65 años, diagnosticado de fibrilación auricular, en tratamiento con warfarina hace 2 meses; consulta por 
equímosis. ¿Qué prueba solicita como control de la anticoagulación?",Cuantificación de fibrinógeno,Tiempo de reptilase,Tiempo de tromboplastina parcial activado,Tiempo de trombina,Tiempo de protrombina (INR),E
¿Cuál es una señal de alarma en el Dengue?,Dolor abdominal intenso y continuo,Trombocitosis,Náuseas persistentes,Poliuria,Fiebre,A
¿Qué tipo de shock puede originar el taponamiento pericárdico?,Neurogénico,Hipovolémico,Distributivo,Obstructivo,Cardiogénico,D
"La razón de la muerte materna se determina entre número de defunciones maternas como numerador y número de 
nacidos vivos como denominador por ...","50,000.","10,000.","150,000.","1,000.","100,000.",E
"B. 10,000.  
C. 150,000.  
D. 1,000.  
E. 100,000. 
 
7. Recién nacido de parto vaginal teñido de meconio, que persiste con APGAR 0, a pesar de haberle realizado intubación 
endotraqueal, aspiración, ventilación y masaje cardiaco. ¿Qué fármaco se debe administrar?",Atropina,Dopamina,Adrenalina,Bicarbonato de sodio,Gluconato de calcio,C
"Gestante de 10 semanas, traida por intolerancia oral, confusión y dificultad para deambular. Examen: deshidratada, 
adelgazada y con nistagmus bilateral. ¿Cuál es la causa más probable?",Déficit de tiamina,Hiperalimentación,Hiperkalemia,Hiponatremia,Déficit de vitamina K,A
"¿Qué disturbio hidroelectreolítico en un lactante deshidratado explica la distensión abdominal, con ausencia de ruidos 
hidroaéreos?",Hipocalcemia,Hipokalemia,Hipercalcemia,Hiperkalemia,Hiponatremia,B
"Politraumatizado que ingresa a emergencia en shock, estado inconciente sin lesiones sangrantes. ¿Cuál debería ser la 
prioridad en el manejo?",Lavado peritoneal,Control de la vía aérea,Resonancia magnética,Colocación de vía central,Radiografía simple de abdomen,B
¿Cuál de las siguientes alternativas corresponden a tumor maligno de ovario?,Tumor de Brenner,Teratoma inmaduro,Teratoma maduro,Endometrioma,Cistoadenoma,B
¿Por debajo de qué peso en gramos se considera recién nacido de bajo peso?,1500,3000,2000,2500,1000,D
"Varón de 60 años, acude por dolor abdominal y signos de shock. Ingresa a sala de operaciones, evidenciándose 
necrosis de colon izquierdo. ¿Qué arteria se encuentra comprometida?",Mesentérica inferior,Cólica derecha,Mesentérica superior,Cólica inferior,Cólica superior,A
"Dentro del Sistema de Control Interno. ¿Cuál es el componente que se refiere a un proceso permanente, a fin de que 
la entidad pueda prepararse para enfrentar eventos que afecten adversamente los objetivos de la institución?",Información y comunicación,Evaluación de riesgos,Ambiente de control,Actividades de control,Supervisión,B
"En un hospital III-1 se vigilaron 10 pacientes con ventilación mecánica, los que acumularon 100 días exposición a 
ventilación mecánica y se identificó 5 casos de neumonía asociada a ventilador. ¿Cuál es el indicador epidemiológico a 
calcular?",Densidad de incidencia,Incidencia acumulada,Prevalencia lápsica,Prevalencia puntual,Riesgo atribuible,A
Ante un niño con respiración bucal y fascie adenoidea. ¿Qué examen radiológico confirma la sospecha diagnóstica?,Senos paranasales,Tabique nasal,Mastoides,Cavum,Panorámica,D
En un adulto sano. ¿Qué estructura se localiza habitualmente en el mediastino posterior?,Aorta descendente,Glándula timo,Arteria mamaria interna,Nervio frénico,Tráquea,A
"Recién nacido a término, con FC: 60X', sin actividad respiratoria espontánea, necesita expansión pulmonar inmediata 
con ...",oxígeno con máscara de reservorio.,oxígeno por cánula binasal.,CPAP (presión positiva continua).,intubación endotraqueal.,ventilación asistida con bolsa y máscara.,E
"Varón de 25 años, consulta por hematuria y hematomas en codos, posterior a una caída leve, que remiten con el reposo; 
hermano con cuadro similar. Examen: presencia de hematomas múltiples y hemartrosis. Laboratorio: Hb: 10 g/dl, 
plaquetas: 150,000/µl, TP: normal, TTP: prolongado, fibrinógeno: normal. ¿Cuál es el diagnóstico más probable?",Deficiencia de vitamina K,Hemofilia A,Hemofilia B,Trombastenia de Glasman,Enfermedad de Von Willebrand,B
"Niño de 6 años, con ictericia, fiebre y dolor abdominal en hipocondrio derecho. ¿Qué análisis de laboratorio confirma la 
sospecha diagnóstica?",IgM-HVA,Amilasa-lipasa,Hemoglobina-reticulocitos,Bilirrubina-GGT,Hemograma-glicemia,A
"¿Cuál es la causa más probable de amenorrea en una mujer obesa, con hirsutismo y una ecografía pélvica normal?",Hermafroditismo verdadero,Síndrome de Asherman,Hiperprolactinemia,Síndrome de ovarios poliquísticos,Insuficiencia ovárica primaria,D
"Según el uso de la guía de procedimientos (ATLS). ¿Cuál es la prioridad que se debe tener en cuenta en un paciente 
politraumatizado?",Hemostasia,Hidratación,Vía aérea,Reanimación,Inmovilización,C
"Varón de 15 años, con diagnóstico de torsión testicular. ¿Cuál es el tiempo ideal en horas para realizar la cirugía?",13-24,00-06,07-12,25-30,31-36,B
"Mujer de 28 años, desde hace 3 meses presenta malestar general, astenia, hiporexia, vómitos, edema progresivo. 
Examen: PA: 180/110 mmHg, FC: 100 X', FR: 16X', pálida en anasarca, derrame pleural derecho. Laboratorio: Hb: 8 
g/dl, plaquetas: 40,000/µl, Cr: 6 mg/dl, úrea: 130 mg/dl, orina: sedimento telescopado, proteinuria: 3.8 g/24 horas. ¿Cuál 
es el diagnóstico más probable?",Amiloidosis,Nefropatía hipertensiva,Nefropatía diabética,Nefropatía no filiada,Nefropatía lúpica,E
"Mujer de 55 años acude por dolor y limitación funcional en hombro derecho desde hace 2 meses. Examen: arco doloroso 
(dolor entre los 60° y los 110° de abducción) de miembro superior derecho. Se sospecha de lesión del manguito rotador. 
¿Qué músculo está afectado en este cuadro?",Dorsal mayor,Redondo mayor,Supraespinoso,Pectoral,Bíceps,C
"Gestante a término, G3 P2002, con contracciones frecuentes e intensas asociadas a sensación de pujo. Tacto vaginal: 
dilatación de 10 cm. ¿Cuál es el tiempo máximo que se espera para el nacimiento del bebé?",4 horas,3 horas,1 hora,15 minutos,30 minutos,C
"Gestante de 18 semanas por FUR, acude por cefalea y malestar general. Se evidencia en la ficha perinatal, presión 
arterial elevada en su último control. Examen: PA: 140/90mmHg, LCF: 144X', AU: 16cm. Ecografía: gestación única 
activa de 18 semanas. ¿Cuál es el diagnóstico?",Preeclampsia superpuesta a hipertensión crónica,Eclampsia,Síndrome de preeclampsia,Hipertensión gestacional,Hipertensión arterial crónica,E
"¿Cuál es el tipo de incontinencia urinaria que se presenta en mujeres, cuando por deseos imperiosos de miccionar, se 
pierde orina antes de llegar a los servicios higiénicos?",Mixta,Esfuerzo,Estres,Urgencia,Rebozamiento,D
"Adolescente en abandono, traído a emergencia con compromiso del sensorio. Examen: aliento alcohólico, al llamado 
responde incoherencias.TAC cerebral normal. Al día siguiente confuso, inquieto, diaforético, taquicárdico, con tremores, 
refiere que ve insectos en la pared. ¿Cuál es el diagnóstico probable?",Demencia de Korsakoff,Encefalopatía hepática,Intoxicación aguda,Abuso de alcohol,Abstinencia alcohólica,E
"Una convulsión parcial de 20 minutos de duración, con recidiva en dos oportunidades en un período de 24 horas, que 
se presenta en niños de 6 meses a 5 años de edad, con fiebre. ¿A qué diagnóstico corresponde?",Síncope febril,Mioclonías,Estatus epiléptico febril,Convulsión febril simple,Convulsión febril compleja,E
"¿En qué parte del trazado del EKG esperaría encontrar la alteración más característica en un paciente con 
hipercalcemia?",Intervalo PR,Intervalo QT,Segmento ST,Onda P,Onda Q,B
¿Cuál es una de las medidas de prevención de la fiebre amarilla en zonas enzoóticas?,Monitoreo de coberturas de vacunación,Quimioprofilaxis,Serología de susceptibles,Eliminación de reservorios silvestres,Eliminación de vectores,A
"Puérpera de 7 días, de parto vaginal complicado por corioaminionitis, refiere cefalea y dolor en hipogastrio desde hace 
3 días. Examen: PA:120/70 mmHg, FC: 90 X', T° 38.5°C. Especuloscopía: secreción de color rosado con mal olor. Tacto 
vaginal: orificios externos abiertos y dolor a la movilización del útero. ¿Cuál es el diagnóstico más probable?",Troboflebitis pélvica,Flemón parametrial,Salpingitis,Endometritis,Infección perineal,D
"En una localidad rural de 2000 habitantes, la mitad eran varones y se presentaron 10 casos confirmados de Bartonellosis 
aguda en el mes de abril, de los cuales 5 fueron mujeres. ¿Cuál es la incidencia por 10000 habitantes en el sexo 
femenino?",10,5,100,200,50,E
"Gestante en sala de expulsivo, luego de salida de la cabeza fetal, al realizar las maniobras de tracción de rutina se 
evidencia impactación de hombro anterior a nivel de sínfisis púbica materna. ¿Cuál es un factor de riesgo para el evento 
descrito?",Gestación pretérmino,Parto precipitado,Diabetes materna,Desnutrición materna,Nuliparidad,C
"Varón de 38 años, es llevado a emergencia con disnea severa; cerca del trabajo se produjo un incendio. Examen: pálido, 
sudoroso, FC: 120X', FR: 30X', PA: 100/70 mmHg, politirajes, pulmones: crepitantes y roncantes difusos, corazón: RC 
rítmicos, taquicárdicos. AGA: pH: 7.28, CO2: 55 mmHg, HCO3: 20 mOsm/L, PaO2: 70 mmHg, Sat O2: 85%. ¿Cuál es el 
tratamiento inicial?",Prostaciclinas,Oxígeno a flujo alto,Corticoides,Fluidoterapia,Antibióticos,B
