questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Paciente adulto mayor sometido a anestesia general inhalatoria con pancuronio como relajante, sufre hipotermia en el 
posoperatorio inmediato. Hace episodios de hipoventilación, hipoxia y flacidez muscular. ¿Cuál es la causa más 
probable?",Intoxicación por halogenado,Depresión por barbitúricos,Prolongación del efecto del relajante,Intoxicación por opiáceo,Hipotermia maligna,C
¿Cuál es la complicación respiratoria más frecuente y grave en la recuperación post anestésica?,Hipoxia,Atelectasias,Broncoespasmo,Edema pulmonar,Neumotórax,A
Paciente con diagnóstico de insuficiencia cardiaca congestiva descompensada. ¿A qué nivel de ASA corresponde?,II,I,0,III,IV,D
"Paciente joven sometido a legrado uterino con anestesia endovenosa, en el transoperatorio presenta sialorrea, gritos, 
balbucea palabras. Este efecto se debe al uso de:",Propofol,Midazolam,Fentanilo,Dexametasona.,Ketamina,E
¿Cuál es la causa más frecuente de arritmias periopertorias?,Disminución de la PIC,Uso del óxido nitroso,Sobrehidratación,Aumento de estimulación simpática,Uso del Xenon,D
¿Cuál es la mejor alternativa para manejo del dolor oncológico en pacientes estables que no toleran la vía oral?,Fentanil transdérmico,Morfina IM,Opioide IV en bolos,Opioide por infusión continua,Bloqueo neuroaxial,A
¿Cuál es el factor mayor que aumenta la diseminación del anestésico local?,Baricidad de la solución,Disminución de la presión abdominal,Aumento del flujo de la vena cava inferior,Estado físico el paciente,Calibre de la aguja,A
"Gestante de 30 años, con 36 semanas, llega a emergencia con ruptura de membranas, sangrado, hipotensa y con 
signos de hipovolemia. ingresa a sala para cesárea. ¿Cuál es el agente inductor de elección hasta la extracción del 
feto?",Propofol,Penthotal,Isoflurano,Ketamina,Etomidato,D
Paciente con retención urinaria tras colocación de anestesia epidural. ¿Con qué está relacionado dicho evento?,Hipervolemia,Uso de opioide,Bloqueo sacro S2-S4,Uso de corticoide,Uso de aines,C
¿Cuál es un efecto colateral más frecuente de los opioides?,Taquicardia,Prurito rostral,Escotomas,Rinitis,Hipoacusia,B
"¿Qué fármaco es un alfa y beta adrenérgico de elección en RCP, que aumenta el flujo sanguíneo miocárdico y cerebral?",Dobutamina,Atropina,Diltiazem,Adrenalina,Lidocaina,D
En la recuperación. ¿A qué se debe la aparición de la bradicardia sinusal?,Dolor,Fiebre,Bloqueo neuroaxial alto,Hiperoxia,Embolismo pulmonar,C
"Paciente pediátrico sometido a múltiples cirugías por quemaduras de IV grado. ¿Qué anestésico inhalatorio es el ideal 
para prevenir toxicidad?",Halotano,Desflurano,Sevorane,Isoflurano,Óxido nitroso,C
¿Cuál es el opioide que en la analgesia intraraquídea tiene mayor tiempo de duración?,Fentanil,Hidromorfona,Sulfentanil,Morfina intratecal,Oxicodona,D
¿Cuál es el factor que altera la concentración alveolar mínima (CAM)?,Sexo,Talla,Hipotiroidismo,Hipertiroidismo,Temperatura,E
¿De qué fármaco es revertor el flumacenilo?,Ketamina,Midazolam,Atracurio,Propofol,Remifentanilo,B
"Paciente adulto mayor, operado de próstata con procedimiento RTU, recibe irrigación vesical trans y post operatoria, 
con agua destilada. en el post operatorio presenta hipotensión, letargo, confusión, náuseas y convulsiones. ¿Cuál es el 
diagnóstico más frecuente?",Hiperpotasemia,Hiponatremia Dilucional,Hipernatremia,Pseudohiponatremia,Sobrehidratación,B
"La ventilación boca a boca en un paciente con paro cardio respiratorio se justifica porque el aire espirado del socorrista 
tiene un porcentaje de oxígeno al:",10-12,30-35,16 -18,40-50,21.2,C
"Paciente adulto politraumatizado con pérdida importante de tejido por herida abierta, recibe en el transoperatorio 
transfusión masiva y en el posoperatorio presenta hemorragia como complicación. ¿Cuál es la causa más frecuente?",Hipotermia,Trombocitopenia por dilución,Desequilibrio ácido básico,Hiperpotasemia,Infección,B
"Adulto con pérdida súbita de conciencia, se palpa pulso filiforme. ¿Cuál es la primera acción a realizar?",Asegurar el escenario,Solicitar ayuda,Verificar estado de conciencia,Transportar a la víctima a centro de salud,Iniciar la ventilación,C
Del grupo de los relajantes neuro musculares. ¿Cuál es despolarizante?,Gallamina,Mivacurio,Pancuronio,Succinilcolina,Rocuronio,D
"En la evaluación preoperatoria es bueno reconocer que los pacientes sometidos a cirugía abdominal de urgencia con 
grandes pérdidas gástricas. ¿Cuál es la alteración metabólica más frecuente?",Acidosis metabólica,Acidosis mixta,Alcalosis respiratoria,Alcalosis metabólica hipopotasémica,Hipocalcemia,D
¿Cuál es una indicación en la inducción con mascarilla facial?,Sin ayuno preanestésico,Hiperventilación,Aspiración pulmonar,Obesidad mórbida,Cirugía gástrica laparoscópica,C
"Paciente joven que requiere cirugía de emergencia y presenta hipovolemia moderada con hipotensión marcada. ¿Cuál 
es el tratamiento de elección?",Vasoconstrictores,Vendaje de miembros inferiores,Trendelemburg,Atropina,Dos vías más infusión de volúmen y,E
"El primer choque eléctrico bifásico en pacientes adultos con paro cardio respiratorio que presentan fibrilación ventricular, 
es de una intensidad de:",200 J,160 J,300 J,400 J,100 J,A
"¿Con qué se debe tratar la bradicardia con hipotensión severa, producida por bloqueo epidural ?",Atropina,Adrenalina,Infusión de cristaloides,Atropina más efedrina,Trendelemburg,D
¿Con que patología se asocia más frecuentemente la toxicidad por halotano?,Porfiria,Broncoespasmo,Insuficiencia renal,Pericarditis,Hepatopatía aguda,E
¿Cómo se encuentran las pupilas en la fase demasiado profunda de la anestesia general?,Midriáticas y reactivas,Midriáticas y no reactivas,Mióticas,Centradas y mióticas,Dilatadas,B
¿A qué se relaciona el síndrome de cauda equina?,Lidocaina al 2%,"Bupivacaina al 0,5%",Epidural lumbar,Lidocaina al 5% hiperbárica,Espinal lumbar,D
"¿Cuál es el vasoconstrictor periférico no adrenérgico, que se utiliza en adultos como dosis única y no se recomienda en 
niños, cuya vida media es de 10 a 20 minutos?",Adrenalina,Vasopresina,Verapamil,Diltiazem,Amiodarona,B
¿Con qué está más relacionado el dolor neuropático?,Artritis,Cervicalgia,Diabetes mellitus,Infecciones,Anomalias congénitas,C
"En la clasificación preoperatoria de un paciente con un proceso sistémico incapacitante, que es una amenaza constante 
para la vida. Según la American Society Anesthesiologists(ASA). ¿A qué grado corresponde?",6,4,3,2,5,B
¿Cuál es una de las contraindicaciones para cirugía electiva no cardiaca en pacientes con enfermedad cardiovascular?,Hipertrofia ventricular,Arritmia auricular,Estenosis aórtica grave,Bloqueo de rama derecha,Uso de antihipertensivos,C
¿Cuál es la secuencia actual en el manejo del paro cardio respiratorio?,ABC,BAC,CBA,ABCD,CAB,E
"¿Cuál es una desventaja del uso del Xenon, en la anestesia inhalatoria?",Mínimos efectos cardiovasculares,No produce hipertermia maligna,Inducción y recuperación rápida,No genera contaminación ambiental,"Baja potencia, alto costo",E
¿A qué se relaciona principalmente la retención de orina post bloqueo epidural?,Hipervolemia,Hipertensión arterial,Bloqueo sacro S2-S4,Uso de opiáceos,Uso de corticoides,C
"La tasa de absorción sistémica de un anestésico local, es proporcional a la ...",Infección de la zona.,Hipotensión arterial.,Asociación de un vasoconstrictor.,Adicción al narcótico.,Vascularidad de la región de inyección.,E
¿Cuál es el revertor de los relajantes musculares no despolarizantes?,Naloxona,Neostigmina,Escopolamina,Atropina,Ondasetron,B
¿Cuál es el opiáceo que puede ser administrado por vía intramuscular o intravenosa?,Fentanilo,Alfentanil,Meperidina,Sulfentanil,Remifentanil,C
"En el manejo del dolor de primer nivel. ¿Cuál es el fármaco que tiene menor efecto analgésico y está relacionado a 
daño hepático y necrosis hepática?",Metamizol,Naproxeno,Ácido acetilsalicílico,Oxicodona,Paracetamol,E
¿Con qué se relaciona la mayor duración de la acción del bloqueo neuroaxial?,Hipoglicemiantes,Opioides,Edad,Obesidad,Vasoconstrictores sistémicos,B
"¿Cuál es la profundidad mínima en cm, de la compresión del diámetro anteroposterior del tórax, en la reanimación de 
un lactante?",5,4,3,2,2.5,B
"En los términos usados en el control del dolor: la sensación desagradable con estímulo o sin el, se denomina ...",Hiperalgesia.,Disestesia.,Hiperpatía.,Alodinia.,Hiperestesia.,B
"Paciente pediátrico de 8 años de edad, presenta a la evaluación: apertura de los ojos a la voz, confuso, obedece 
ordenes. ¿a qué Glasgow corresponde?",11,10,13,9,7,C
¿Cuál es la causa más frecuente de paro circulatorio primario intraoperatorio?,Infarto Agudo,Cardiopatía Coronaria,Reflejos Vagales,Obstrucción De Vía Aérea,Aspiración Bronquial,C
"El sistema anestésico semicerrado con una válvula reservorio y una válvula APL al final del aparato para gas fresco. Se 
denomina circuito de ...",Mapleson D.,Bain.,Mapleson F.,Sistema circular.,Sistema kuhn.,A
"Paciente mujer operada de histerectomía, en el posoperatorio inmediato presenta súbitamente hipotensión, bradicardia 
refractaria a hipertensivos. Antecedentes de usar óvulos vaginales con corticoides por periodos prolongados. ¿Cuál es 
el diagnóstico más probable?",Enfermedad de Adisson,Hipotiroidismo,Insuficiencia suprarrenal aguda por corticoides,Hipovolemia aguda,Efecto residual anestésico,C
"En un paciente diabético tratado con antidiabéticos orales y que va ser sometido a una cirugía. ¿Cuál es la conducta 
preanestésica respecto a su tratamiento?",Suspender 12 horas antes,Suspender 48 horas antes,No debe ser suspendido,Supender 24 horas antes,Suspender 6 horas antes,D
¿Cuál es el CAM del sevoflurano?,1,0.75,6,2,1.2,D
