questions,option_A,option_B,option_C,option_D,correct_answer
"Niño de 6 años, presenta hace 7 días rinorrea mucopurulenta, tos persistente que se intensifica al correr y cefalea. 
Antecedente: rinitis alérgica con corticoides intranasales en 3 episodios similares al año. Examen: T° 36.5 °C, FC 85 X´; 
secreción purulenta en rinofaringe posterior; resto no contributorio. ¿Cuál es el examen diagnóstico de elección?",Microbiología,Tomografía,Serología,Radiografía,D
"Varón de 77 años, fumador, acude por presentar tos productiva crónica, astenia, disnea de esfuerzo y últimamente de 
reposo, anorexia y baja de peso. Se le realiza espirometría: VEF1/CVF < 70% (post broncodilatadores). ¿Cuál es el 
patrón?",Normal,Obstructivo,Restrictivo,Mixto,B
"Mujer de 46 años, acude por dolor abdominal, náusea y vómitos. Antecedentes: diabetes mellitus con tratamiento 
irregular. Examen: PA 90/60 mmHg, FC 100 X', FR 28 X', somnolienta. Laboratorio: glucosa 380 mg/dl; examen de orina: 
leucocituria y cuerpos cetónicos presentes, gasometría: pH 7.10, bicarbonato 14 mEq/l. ¿Cuál es el grado de severidad?",Severa,Moderada,Grave,Leve,B
"Primigesta de 38 semanas, acude por presentar disminución de movimientos fetales. Examen: PA 130/90 mmHg, FC 72 
X'. Altura uterina 28 cm. SPP: LCI, LCF: 140 X'. Ecografía obstétrica: gestación única activa con ponderado fetal percentil 
1 y perfil biofísico 6/10. ¿Cuál es la conducta a seguir?",Evolución espontánea de parto,Cesárea a las 40 semanas,Terminar la gestación,Control en una semana con doppler,C
"En el ámbito sanitario de una red integrada de servicio de salud (RISS), se presenta un brote de dengue con incremento 
diario de casos. ¿Qué estrategia debe priorizar el equipo de gestión para reducir la incidencia?",Implementar nuevo servicio de cuidados intensivos,Incrementar el requerimiento de medicamentos e insumos,Solicitar contrato de personal especializado,Acción intersectorial y abordaje de los determinantes,D
"Mujer de 32 años, G1 P0010, acude por control ginecológico. Examen: útero 7 cm, no hay presencia de masas. 
Papanicolau: lesión intraepitelial escamosa de alto grado. ¿Cuál es la conducta a seguir?",Colposcopía con biopsia dirigida,Cono con asa de diatermia,Histerectomía laparoscópica,Papanicolau en 6 meses,A
"Adolescente de 15 años, que súbitamente presenta cefalea intensa y náusea; al levantarse siente mareos y lateralización 
del cuerpo; al pedir ayuda para desplazarse no es entendida y presenta vómitos explosivos. Niega contusiones o caídas. 
¿Cuál es el examen de elección a solicitar?",TC craneal,RM encefálica,Angiografía por TC,Angiografía por RM,A
"¿Qué tipo de variable es la concentración de colesterol en sangre, en un estudio que lo asocia con enfermedad coronaria?",Discreta,Ordinal,Independiente,Dependiente,C
"Varón de 50 años, atendido en emergencia porque desde hace 6 horas presenta mareos y hematemesis. Examen: PA 
90/50 mmHg, T° 36.5 °C, FC 100 X', abdomen blando, depresible, RHA aumentados. Gastroscopía: arteria tortuosa 
sangrante en curvatura menor. ¿Cuál es diagnóstico más probable?",Enfermedad de Ménétrier,Lesión de Dieulafoy,Várices gástricas tipo 2,Úlcera péptica gástrica,B
"Niño de 7 años procedente de Iquitos, consulta por presentar dolor abdominal intermitente, diarrea y síndrome de mala 
absorción. Examen: lesiones cutáneas pruriginosas y migratorias en región perianal, nalgas y parte superior de los 
muslos. ¿Cuál es el tratamiento de elección?",Albendazole,Ivermectina,Pamoato de pirantel,Mebendazol,B
¿Cuál es la indicación quirúrgica de urgencia para la enfermedad de Crohn complicada?,Fístula enteroentérica,Neoplasia maligna,Megacolon tóxico,Fisura perineal,C
"¿En cuál semana de gestación, como mínimo, se considera que se ha sintetizado suficiente surfactante pulmonar para 
sostener la vida extrauterina?",20,28,24,32,B
"Mujer de 48 años, hace 2 meses presenta dolor articular en metacarpofalángicas bilaterales asociado a aumento de 
volumen y rigidez matutina. Antecedente: madre con artritis reumatoide. Examen: sinovitis en metacarpofalángicas e 
interfalángicas proximales bilaterales. ¿Qué examen tiene mayor especificidad para el diagnóstico?",Anti péptido cíclico citrulinado,Factor reumatoideo,Proteína C reactiva,Radiografía de manos,A
¿Cuál es la neoplasia maligna más frecuente del intestino delgado proximal?,Adenocarcinoma,Leiomiosarcoma,Linfoma,Neuroendocrino,A
"Varón de 40 años que desde hace 7 días presenta palpitaciones, temblores, sudoración profusa, confusión y 
convulsiones. Antecedente no contributorio. Laboratorio: glucosa 49 mg/dl, insulina sérica elevada. TC: tumor de 3 cm en 
cuerpo de páncreas. ¿Cuál es el diagnóstico más probable?",Somatostatinoma,Insulinoma,Gastrinoma,Glucagonoma,B
Frente al hallazgo de una diverticulitis complicada Hinchey IV. ¿Cuál es la conducta a seguir?,Drenaje percutáneo,Fistulografía,Laparotomía,Observación,C
"Varón de 35 años, alcohólico, luego de ingesta de licor por 3 días, acude por presentar ansiedad, temblor, se agrega 
alucinaciones visuales y convulsiones. Examen: PA 150/90 mmHg, FC 102 X'. ¿Cuál es el tratamiento de elección?",Fenitoína,Metanol,Diazepam,Valproato,C
"Varón de 45 años, con cirrosis hepática y várices esofágicas que no recibe tratamiento, acude por hematemesis. Examen: 
PA 100/60 mmHg, FC 86 X', FR 18 X'; telangiectasias cutáneas, circulación colateral abdominal. Junto a las medidas 
generales. ¿Cuál es el tratamiento farmacológico a indicar?",Metoclopramida,Sucralfato,Octreótide,Ranitidina,C
"RN a término, trabajo de parto prolongado. Examen: miembro superior derecho en abducción, brazo rotado en dirección 
medial, codo en extensión, antebrazo en pronación y muñeca flexionada. ¿Cuál es el nivel anatómico de la lesión?",C5-C6,C1-C2,C6-C7,C4-C5,A
"Mujer de 42 años con antecedente de cirugía total de paratiroides, acude por parestesias y espasmos musculares, luego 
se agregan movimientos coreoatetósicos y convulsiones. Examen: signo de Trousseau y Chevostek presentes. EKG: 
ritmo sinusal, QT prolongado. ¿Cuál es el tratamiento de elección?",Citrato de potasio,Sulfato de magnesio,Bicarbonato de sodio,Gluconato de calcio,D
"Niño de 5 años con dos semanas de diarrea, dolor abdominal y pérdida de peso. Desde hace dos meses acude a 
guardería. Examen: BEG, REN, BEH. Abdomen: blando con dolor difuso y discreto a la palpación, no masas, RHA 
incrementados. Coprológico funcional: Sudan III (+++), glucosa (-), heces no formadas, moco (-), sangre (-). ¿Cuál es el 
agente etiológico?",Balantidium coli,Helicobacter pilori,Giardia lamblia,Campylobacter sp,C
¿Cuál es la causa más frecuente de estreñimiento en niños?,Funcional,Fármacos,Malformación anatómica,Orgánica,A
"Niño de 18 meses, presenta erupción eritematosa macular difusa que inició en cara dando aspecto de ""mejillas 
abofeteadas"", extendida al tronco y parte proximal de las extremidades y que progresivamente dan un aspecto reticulado, 
en encaje, respetando palmas y plantas. ¿Cuál es el agente causal más probable?",Parvovirus B19,Herpes Zoster,Herpes virus 6,Paramixovirus,A
"Varón de 50 años con trauma cráneo encefálico grave. Se constata diuresis de 15 litros en un día. Laboratorio: Na+ sérico: 
130 mEq/l. Osmolaridad urinaria: 150 mOsm/l. ¿Cuál es el lugar de acción de la hormona afectada a consecuencia del 
traumatismo?",Asa gruesa ascendente de Henle,Podocitos,Membrana basal glomerular,Túbulo colector,D
"Mujer de 56 años, acude por disnea a medianos esfuerzos, disnea paroxística nocturna, ortopnea, edema de miembros 
inferiores y expectoración hemoptoica. Examen: Ingurgitación yugular leve, ruidos cardiacos arrítmicos, pulso 96 X', 
desdoblamiento del 2° ruido, soplo diastólico con chasquido de apertura en 5° EICI con LMC. ¿Cuál es su aproximación 
diagnóstica?",Embolia pulmonar,Estenosis mitral,Trombo intracavitario,Miocarditis viral,B
Fisiológicamente.¿Cuál es la hormona que estimula la tiroides materna durante el embarazo?,Liberadora de cortisol,Gonadotropina coriónica humana,De crecimiento,Antidiurética,B
"Varón de 58 años, hipertenso, acude por presentar disnea de esfuerzo, ortopnea y disnea paroxística nocturna ocasional. 
Examen: ansioso, signo de Quincke (+), PA 160/40 mmHg, pulso bigeminado 96 X', latido supra esternal visible; corazón: 
choque de punta en 6° EICI por fuera de la LMC con presencia de frémito, soplo diastólico aspirativo IV/VI en borde 
esternal izquierdo. ¿Cuál es el diagnóstico?",Estenosis mitral,Insuficiencia aórtica,Estenosis aórtica,Insuficiencia mitral,B
"Mujer de 45 años, con várices en ambos miembros inferiores, súbitamente presenta aumento de volumen y dolor del 
miembro inferior derecho que se incrementa a la dorsiflexión del tobillo comprometido. Examen: miembro inferior derecho 
eritematoso, sensible a la presión. Signo de Homans (+). ¿Cuál es el examen a solicitar para definir el diagnóstico?",Dimero D,Ecografía de compresión Doppler,Venografía con contraste,Angiotomografía,B
"Varón de 32 años acude por presentar lesión en pene. Antecedente: relaciones sin protección con homosexuales. 
Examen: glande con úlcera limpia, indurada, no dolorosa. ¿Cuál es el tratamiento de elección?",Ciprofloxacino,Penicilina benzatínica,Ceftriaxona,Valaciclovir,B
"Primigesta de 35 semanas, acude a control prenatal. Examen: PA 130/90mmHg, FC 72X', AU 32 cm, LCF 142X'. Para 
diagnosticar pre eclampsia el índice proteína/creatinina en sangre debe ser mayor a ...",0.25,0.3,0.2,0.15,B
"Niño de 10 años en programa de hemodiálisis por ERC, presenta súbitamente dolor intenso a nivel torácico, se confirma 
embolia pulmonar. ¿Cuál es el tratamiento inicial?",Enoxaparina,Warfarina,Heparina no fraccionada,Vitamina K,C
"Mujer de 48 años con cirrosis hepática, hace 4 días presenta constipación y somnolencia, acude frecuentemente por el 
mismo episodio. Examen: somnolienta, desorientada en tiempo y lugar; se inicia lactulosa y luego polietilenglicol sin 
mejoría. ¿Cuál tratamiento se debe añadir?",Rifaximina,Azitromicina,Ciprofloxacino,Amoxicilina,A
"Mujer de 30 años, acude por cefalea bilateral, opresiva, de instauración lenta, que persiste por varios días. Examen: PA 
110/70 mmHg, FC 68 X', FR 20 X'; neurológico sin alteraciones. ¿Cuál es el diagnóstico más probable?",Neuralgia del trigémino,Migraña,Cefalea tensional,Cefalea en racimos,C
"Niña de 12 meses que estando hospitalizada por cuadro febril, presenta súbitamente edema de labios, eritema y estridor 
post administración de metamizol EV. Respecto al tratamiento. ¿Cuál es el medicamento de primera línea?",Adrenalina,Prednisolona,Cetirizina,Clorfenamina,A
