questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cómo se denomina el tumor que se origina en las células intersticiales de Cajal?,Leiomioma,Leiomiosarcoma,Linfosarcoma,Adenocarcinoma,GIST,E
¿Qué lesión orienta la maniobra o prueba del cajón posterior en el examen de una rodilla afectada?,Ligamento cruzado anterior,Menisco medial,Ligamento cruzado posterior,Menisco lateral,Ligamento colateral lateral,C
"¿Cuál es la zona donde las glándulas gástricas están ramificadas y secretan sobre todo moco, bicarbonato y poco 
ácido?",Cuerpo,Región pre pilórica,Antro,Cardias,Fondo,D
¿Cuál es la importancia de la medición de la presión intracompartimental en el síndrome de compartimiento?,Define el diagnóstico,No tiene ninguna importancia diagnóstica,Define la zona de incisión,Establece el momento de la cirugía,Sólo es coadyuvante a la valoración clínica,E
¿En qué días se inicia la fase proliferativa del proceso de cicatrización de las heridas?,1-3,4-12,15-20,25-30,Después de 30,B
"La enzima generadora del moco nasal, llamada lizosima, es procedente de:",Vestíbulo nasal,Septum nasal,Tabique nasal,Células caliciformes,Senos paranasales,D
¿Cuál de las siguientes patologías se relaciona con el carcinoma esofágico?,Divertículo de Zenker,Espasmo esofágico,Acalasia,Esofagitis caústica,Esclerosis múltiple,C
¿Cuál es el tipo histológico mas frecuente del cáncer del labio inferior?,Queracantomas,Carcinoma verrugoso,Melanoma maligno,Carcinoma espinocelular,Carcinoma basocelular,D
¿Cuál es el riesgo que corre un recién nacido con gastrosquisis?,Vólvulo gástrico,Vólvulo mesentérico,Estenosis yeyunal,Obstrucción colónica,Hernia umbilical,B
¿Cuál es una característica del desgarro desplazado de meniscos?,Dolor continuo de la rodilla afectada,No interfiere con el movimiento articular,Es más frecuente el desgarro del menisco lateral,Imposibilidad de extensión completa de la rodilla,No produce síntomas limitantes,D
¿Cuál es el examen recomendado para el diagnóstico de ascitis?,Ecografía abdominal,Lavado peritoneal,Tomografía abdominal,Colangio resonancia,Ecoendoscopía,A
"¿A partir de qué valor en mmHg, se debe considerar un abdomen con síndrome compartimental en un paciente adulto 
en reposo?",10,12,8,14,20,C
"¿En la actualidad, cuál es la operación bariátrica y metabólica más aceptada?",Banda gástrica ajustable laparoscópica,Gastrectomía laparoscópica en manga,Derivación bilio pancreático e intercambio,Gastroyeyunoanastomosis abierta,Derivación gástrica laparoscópica en Y Roux,B
¿Cuál es el grupo etario donde es relativamente frecuente la luxación de rótula?,Niños,Adultos,Adulto mayor,Es indiferente,Adolescente,E
"Varón de 27 años con trauma abdominal cerrado por accidente de tránsito, evaluado en emergencia. Examen: PA: 
90/70mmHg, FC: 95X', FR: 22X', Sat O2: 94%. Operado a las 10 horas de producido el trauma. Se encuentra lesión 
perforativa en íleon proximal, estallamiento de colon sigmodes con contaminación fecal extensa más lesión vascular del 
mesosigmoides y lesión en hígado de grado II. ¿Cuál es la mejor alternativa de tratamiento?",Sutura primaria de íleon y sigmoides,Ileostomía mas cierre primario de sigmoides,Ileostomía mas colostomía sigmoides,Sutura de íleon más colostomía sigmoides,Anastomosis ileotransverso más colostomía sigmoides,D
"¿Qué se recomienda utilizar para disminuir los efectos nocivos de los fármacos usados en el perioperatorio en una 
anestesia general?",Solución de lactato de Ringer,Albúmina al 20%,Cristaloides,Plasma fresco,Administrar coloides,C
¿Cuál es el órgano que más comúnmente tiende a fistulizar en la diverticulitis?,Vejiga,Colocutáneas,Útero,Uréteres,Íleon terminal,A
"Varón de 72 años, hace 4 días sufre caída golpeándose la cabeza. Acude por presentar adormecimiento en miembros 
superior e inferior izquierdo con incapacidad funcional a la que se asocia letargia. Examen: PA: 100/60 mmHg. FC: 60X' 
Sat.O2 95%, Glasgow: 11, hematoma frontal con hemiparesia izquierda. Tomografía: imagen en media luna hiperdensa 
brillante en región frontal de bordes poco definidos. ¿Cuál es el probable diagnóstico?",Hematoma epidural,Hematoma intracraneal,Proceso expansivo neoplásico,Hematoma subdural agudo,Concusión cerebral,D
¿Cuál es una característica del dolor en la fascitis plantar?,Intenso en toda la planta del pie,Es indiferente en la marcha o el reposo,Es intenso en la planta de los dedos,Se presenta en el borde interno de la planta del pie,Intenso al levantarse que disminuye con la marcha continua,E
"Varón de 40 años, ha presentado cuadros repetitivos de gastritis. Endoscopia: H. pylori (+) y presencia de una masa 
tumoral de 5cm de diámetro ubicado en antro gástrico. Biopsia: linfoma de baja malignidad. ¿Cuál es la conducta 
terapéutica mas apropiada?",Gastrectomía subtotal,Tratamiento médico,Antrectomía,Gastrectomía total,Bloqueadores de la bomba de protones,B
"Paciente adulto, que presenta infección catarral aguda, fiebre alta, cefalea y edema cerebral. ¿Cuál es su diagnóstico?",Sinusitis crónica,Rinorrea alérgica,Etmoiditis aguda,Rinitis hansenniana,Vestibulitis nasal,C
Dentro del proceso de cicatrización se producen cicatrices hipertróficas. ¿Cuál es la causa mas frecuente?,Exceso de colágeno,Presencia de colágeno IV,Por exfoliación exagerada,Se ve en la raza blanca,Es un fenómeno involutivo,A
"Mujer de 40 años, ingresa por presentar dolor cólico difuso en mesogastrio, náuseas y vómitos fecaloideos y distensión 
abdominal. Antecedente de haber presentado hace un año colecistitis aguda no operada. Examen: Murphy y Mac 
Burney negativos, no peritonismo. ¿Cuál es la sospecha clínica más probable?",Pancreatitis aguda,Vólvulo cecal,Ileobiliar,Divertículo de Meckel complicado,Úlcera péptica complicada,C
"Durante la inducción de la anestesia general en el intraoperatorio, se producen efectos profundos en el organismo. 
¿Cuál es el efecto más notorio?",Aumento de la presión miocárdica,Hipertensión arterial,La cefalea y vómitos son inespecíficos,Se produce hiperventilación,Pérdida de la conciencia,E
¿Cuál es el tipo histológico más frecuente de tumor maligno en el intestino delgado?,Fibrosarcoma,Adenocarcinoma,Adenoma velloso,Sarcoma,Fibromiosarcoma,B
"Varón de 60 años, hace 24 horas presenta dolor abdominal en cuadrante inferior izquierdo acompañado de náuseas y 
vómitos, alza térmica y estreñimiento de 4 días. Examen: PA: 150/80mmHg, FC: 110X', T°: 39°C, Sat. O2: 97%. 
Abdomen doloroso a la palpación en el cuadrante inferior izquierdo donde se palpa masa dolorosa. TAC: absceso en el 
espacio parieto cólico izquierdo de aproximadamente 300cc.¿Cuál es el manejo terapéutico más adecuado?",Hemicolectomía izquierda,Drenaje percutáneo,Laparotomía y drenaje,Colostomía Hartmann,Laparoscopía y drenaje,B
¿Cuál es la fractura que mayormente acompaña a la luxación de cadera?,Rama isquiopúbica,Cabeza femoral,Intertrocantérica del fémur,Sacro,Acetábulo,E
