questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿En qué circunstancia se interpreta positiva una prueba de tuberculina con induración de 8mm?,Enfermedad de Hodgkin,Exposición frecuente a adultos infectados por HIV,Viajes a un país con elevada prevalencia de TBC,Niños que acuden a guardería,Niño con infección por HIV,E
"Preescolar de 3 años, presenta desde hace 5 días úlceras dolorosas en la superficie y en la parte inferior de los labios 
y lengua, acompañado de fiebre alta y malestar a la deglución. No antecedentes patológicos. ¿Cuál es el diagnóstico 
probable?",Gingivo estomatitis irritativa de contacto,Candidiasis oral,Estomatitis aftosa,Estomatitis alérgica de contacto,Estomatitis por carencia nutricionales,C
Niño con diagnóstico de infección tuberculosa latente. ¿Cuál es el tratamiento?,Etambutol,Estreptomicina,Rifampicina,Isoniacida,Pirazinamida,D
"Adolescente de 12 años, acude a Emergencia por sangrado vaginal desde hace 10 días. Dos semanas antes presentó 
rinofaringitis aguda. Examen: petequias diseminadas en todo el cuerpo, algunas equimosis en piernas. No adenopatías 
ni visceromegalia. Hb: 9g/dl, leucocitos normales, plaquetas 20,000/µl. ¿Cuál sería el probable diagnóstico?",Vasculitis de Henoch Schönlein,Leucemia linfoblástica aguda,Aplasia medular,Lupus eritematoso sistémico,Trombocitopenia inmune primaria,E
¿Cuál de las siguientes alternativas es una contraindicación absoluta para que un neonato reciba lactancia materna?,Hiperbilirrubinemia,Galactosemia,Prematuridad extrema,Madre con TBC,Madre con antibioterapia,B
"Neonato de 42 semanas de edad gestacional, con signos clínicos de postmadurez, presenta distress respiratorio desde 
el nacimiento. Rx tórax: infiltrados difusos, asimétricos y en parches, zonas de consolidación e hiperinsuflación. ¿A qué 
patología corresponde los hallazgos radiológicos?",Neumonía viral,Taquipnea transitoria,Hipertensión pulmonar,Síndrome de aspiración meconial,Síndrome de dificultad respiratoria,D
¿Cuál es el tratamiento inicial de elección en un paciente con pie aducto equino varo?,Vendaje funcional,Fisioterapia,Enyesado seriado,Cirugía de partes blandas,Ortesis,C
"Lactante de 2 años, llega a emergencia con marcada dificultad respiratoria, febril. Después de examinarlo le 
diagnostican neumonía. ¿Cuál de los siguientes exámenes nos orienta a una etiología bacteriana?",Velocidad de sedimentación globular,Fibrinógeno,Hemograma,Procalcitonina,Radiografía de tórax,D
"Neonato a término de 7 días, con retardo del crecimiento intrauterino, microcefálico, exantema petequial, ictericia, 
hepatoesplenomegalia. ¿Cuál es el examen para confirmar la sospecha de infección por citomegalovirus?",Dosaje de Ig M en la madre,Búsqueda de virus en orina,Estudio del líquido cefaloraquídeo,Dosaje de Ig G en el neonato,Estudio del virus en la leche materna,B
"Lactante de 8 meses con historia de diarreas, ingresa por presentar somnolencia marcada, ruidos cardiacos 
taquicárdicos de baja intensidad, frialdad distal, piel seca, signo del pliegue positivo, llenado capilar > 3 seg. ¿Cuál es 
la actitud inmediata?",Administrar solución polielectrolítica EV en bolo,Ofrecer sales de hidratación oral,Administrar dextrosa 5% EV,Administrar suero fisiológico EV en bolo,Administrar bicarbonato de sodio EV,D
En escolar con crisis asmática. ¿Cuándo usaría sulfato de magnesio?,Crisis asmática grave,Crisis asmática moderada,Crisis asmática leve,Desde el inicio de la crisis,En ningún momento,A
"¿Cuál es la única medicación aprobada por la Food and Drug Administration de los Estados Unidos para tratar los 
problemas conductuales en los niños con autismo?",Oscarbazepina,Fluoxetina,Risperidona,Sertralina,Levopromazina,C
"Adolescente de 15 años, presenta baja de peso, lanugo, interrupción de la menstruación, lesión del esmalte dental y 
callosidad en dorso de los dedos. Acude a consulta muy abrigada. ¿Cuál es el diagnóstico probable?",Depresión,Anorexia nervosa,Bulimia,Hipertiroidismo,Psicosis,B
"Recién nacido a término sin sufrimiento fetal, con cianosis al nacer que persiste. Se realiza la prueba de hiperoxia y 
como resultado no se eleva significativamente la PaO2. ¿En qué diagnóstico sospecha?",Insuficiencia valvular pulmonar,Persistencia de ductus arterioso,Coartación de aorta,Interrupción del arco aórtico,Transposición de grandes vasos,E
"Pre escolar de 4 años, traída a emergencia por presentar movimientos repetitivos y salivación, vómitos explosivos y 
cefalea que no cede con analgésicos. Antecedente de caída hace 24 horas. ¿Cuál es la actitud terapéutica de inicio?",Paracetamol / prednisona VO,Midazolam / hidrocortisona EV,Fenitoina EV / prednisona VO,Manitol / dexametasona EV,Levetirazetam / prednisona VO,D
"Niña de 2 años, traída a emergencia por presentar somnolencia, salivación y tos. Antecedente de haberla encargado 
en casa de la vecina. Examen: somnolencia, sudoración, hipersalivación, fasciculaciones de la lengua, miosis 
hiporreactiva, roncantes abundantes. ¿Cuál es el tratamiento inicial?",Salmeterol,Flumazenilo,Atropina,Fisostigmina,N-acetilcisteina,C
"Neonato a término, con líquido amniótico claro. Examen: hipotónico, cianosis generalizada y sin esfuerzo respiratorio. 
Se procede a los cuidados recomendados en atención inmediata, lo estimula, coloca el cuello en extensión y aspira 
secreciones de boca y nariz; pero continúa sin esfuerzo respiratorio y FC: 90X'. ¿Cuál es la conducta inmediata a 
seguir?",Ventilación a presión positiva con oxígeno 21%,"Ventilación, masaje cardiaco y adrenalina vía umbilical",Ventilación a presión positiva con masaje cardiaco,Ventilación a presión positiva con oxígeno 100%,Aspiración de secreciones y nueva estimulación táctil,A
