questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 21 años, es trasladado por haber sufrido asalto con arma de fuego, ingresa con disnea y hemoptisis. Examen: 
PA: 90/50 mmHg, FR: 30X', FC: 100X', SatO2: 90%; orificio de entrada a nivel de HTD tercio medio cara anterior, enfisema 
subcutáneo, MV abolido en HTD. ¿Cuál es la estructura anatómica afectada?",Vena cava superior,Diafragma,Árbol traqueobronquial,Arteria torácica interna,C
"RN producto de parto eutócico, EG 38 semanas, APGAR 8-9. Examen: cara: puente nasal aplanado, ojos almendrados 
con pliegue epicántico, orejas pequeñas. Línea única en la palma de la mano, flacidez y reflejo de succión alterado. ¿Cuál 
es el síndrome?",Crouzon,Apert,Treacher Collins,Down,D
"Mujer de 48 años en diálisis peritoneal desde hace 2 años, presenta fiebre, náusea, dolor y distensión abdominal. Examen: 
PA: 110/70 mmHg, T°: 38.6 °C; abdomen: RHA presentes, blando, depresible, en catéter de diálisis se evidencia líquido 
turbio. Laboratorio: recuento celular en líquido peritoneal de 520/µL; PMN: 90%. ¿Cuál es el tratamiento de elección?",Gentamicina + vancomicina,Vancomicina,Ceftriaxona,Ceftriaxona + gentamicina,A
"Varón de 35 años, fumador desde los 14 años, presenta frialdad distal asimétrica de extremidades. Examen: pulsos 
periféricos disminuidos en mano derecha; prueba de Allen (+), presencia de úlcera isquémica en 2° dedo de pie izquierdo. 
¿Cuál es la morfología en la anatomía patológica?",Engrosamiento de la íntima con placas ateromatosas y trombos superpuestos a placas ulceradas,"Vasos con inflamación, obstruidos por trombos intraluminales con microabscesos compuestos por neutrófilos","Células inflamatorias dispersas, con calcificación y neovascularización con ulceraciones múltiples","Vasos con densos cúmulos de células atípicas que revisten la luz vascular, ocluyéndola totalmente",B
"Mujer de 75 años, acude por sensación de bulto en zona vaginal. No refiere escape de orina. Examen: POPQ: Aa 0, Ba 
+1; longitud total de la vagina 7 cm. ¿Cuál es el grado del prolapso?",IV,I,II,III,C
¿Cuál es la indicación terapéutica de la fractura en rodete del radio a nivel de la metáfisis sin desplazamiento en el niño?,Fijación externa,Reducción incruenta,Inmovilización antiálgica,Completar la fractura,C
"Niña de 14 años con leucemia en tratamiento, traída a urgencia por presentar desde hace 7 días dolor urente en 
pierna derecha y dificultad respiratoria. Antecedente: hace 15 días visitó abuela. Examen: T°: 38.4°C, FC: 105X´, FR: 
34X´, PA: 91/57 mmHg; piel: numerosas pápulas pequeñas en la pierna derecha con leve eritema circundante, algunas 
con costra y unas pocas con escara central sin secreciones, pápulas en región lateral de cuello y cuero cabelludo. ¿Cuál 
es el diagnóstico más probable?",Infección micótica diseminada,Osteomielitis,Infección por herpes simple,Infección por VVZ,D
"Niño de 13 años, es traído por que hace 10 días presenta rinorrea y tos con flema que no cede con antihistamínicos; 
desde hace 2 días se agrega malestar general, fiebre, cefalea, náusea, hiposmia e hiporexía. Antecedente: rinitis alérgica 
y asma. Examen: FR: 20X', SatO2: 99%, T°: 38.8 °C, REG; orofaringe: eritematosa, con secreción purulenta que 
desciende de nasofaringe, halitosis, dolor a la presión en región frontal. ¿Cuál es el tratamiento inicial?",Amoxicilina más ácido clavulánico,Ceftriaxona,Amoxicilina,Azitromicina,C
"Mujer de 44 años, acude por hipermenorrea y dismenorrea desde hace 2 años. Antecedente de cuatro cesáreas y ligatura 
tubárica bilateral. Examen: PA: 90/60 mmHg, FC: 92X'; TV: útero 10 cm, globuloso, anteverso flexo. Ecografía: útero de 
10 cm, con pared miometrial anterior más gruesa que la posterior y miometrio con textura heterogénea; endometrio de 8 
mm homogéneo. Laboratorio:  Hb: 9 g/dL. ¿Cuál es el diagnóstico más probable?",Pólipo endometrial,Endometriosis,Adenomiosis,Miomatosis uterina,C
¿Cuál de las luxaciones de la cadera del adulto se caracteriza solo por un ligero acortamiento del miembro inferior?,Posterior,Central,Externa,Anterior,B
"Mujer de 45 años, antecedente de asma bronquial, acude por presentar dificultad respiratoria, cianosis. Examen: PA: 
90/60 mmHg, FC: 125X', FR: 30X', SatO2: 88%, fiO2: 21%. MEG, habla con palabras entrecortadas; cianosis distal; 
pulmones: tórax silente; neurológico: despierta. ¿Cuál es la manifestación de asma potencialmente mortal?",Taquicardia,Tórax silente,Desaturación,Cianosis,B
"Mujer de 28 años, acude por presentar lesiones en zona vulvar. Antecedente: inicio de relaciones sexuales a los 17 años 
y múltiples parejas sexuales. Examen: vulva: tres lesiones tipo úlcera con base no infectada y bordes redondeados y 
elevados, no doloroso a la palpación; no presenta linfadenopatía inguinal. ¿Cuál es el agente etiológico más probable?",Virus herpes simple,Treponema pallidum,Haemophilus ducrey,Virus del papiloma humano,B
"Niño de 7 años, presenta dolor de garganta, fiebre alta. Examen: T°: 39°C, FC: 110X', FR: 24X', SatO2: 98%; REG; 
faringe: presencia de exudado; ganglios cervicales grandes y dolorosos; resto de examen: normal. Se decide tratamiento 
antibiótico, pero niño es alérgico a betalactámicos. ¿Cuál es el antibiótico alternativo de elección a administrar?",Tetraciclinas,Macrólidos,Quinolonas,Sulfonamidas,B
"Adolescente de 16 años, acude a centro de salud y manifiesta que tuvo relación sexual no protegida hace 48 h con pareja 
de estado serológico desconocido. ¿Cuál es la intervención inicial?",Solicitar pruebas serológicas para VIH y sífilis para iniciar profilaxis de VIH,Administrar tratamiento antibiótico profiláctico para las infecciones de transmisión sexual más prevalentes,Evaluación de riesgo y decidir profilaxis postexposición con resultados de pruebas serológicas de la pareja,"Iniciar profilaxis post exposición con tenofovir, lamiviudina y dolutegravir durante 28 días",D
"¿Cuál es la hormona de característica proteica, producida por células del sincitiotrofoblasto y del trofoblasto de la 
placenta, su concentración se incrementa a lo largo del embarazo, alcanza su máximo durante el trabajo de parto y 
desempeña una función importante en el inicio del trabajo de parto?",Estradiol,Cortisol,Liberadora de corticotropina,Tiroxina,C
"La aparición simultánea de conjuntivitis purulenta y eritematosa con una otitis media ipsilateral, se debe a...",Moraxella catarrhalis,Haemophilus influenzae,Virus sincitial respiratorio,Streptococcus pneumoniae,B
