questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 39 años acude por dolor cólico lumbar derecho irradiado a genitales, náusea, vómitos e íleo. Hace 5 años 
eliminó cálculos renales. Examen: PA: 110/60 mmHg, FC: 100 X', FR: 22 X', T°: 39 °C; dolor a la palpación en flanco y 
región lumbar derecha, puño percusión positiva. ¿Qué examen auxiliar solicita para valorar la litiasis urinaria?",Tomografía abdominopélvica sin contraste,Tomografía abdominopélvica con contraste,Cistografía ascendente con contraste,Ecografía abdominal total,A
"Varón de 56 años acude a emergencia porque desde hace 15 horas la hernia inguinal derecha se ha ""atascado"", 
distensión abdominal y vómitos. Examen: MEG, REH, tumoración inguinal derecha no reductible y dolorosa. ¿Cuál es la 
conducta a seguir?",Observación con hidratación,Cirugía programada,Laparatomía exploratoria,TAC abdominal con contraste,C
"Mujer de 40 años es atendida por emergencia, por presentar tumor anal doloroso desde hace 2 días luego de levantar un 
objeto pesado. Examen: ano: nódulo 1x1 cm, violáceo, duro y doloroso. ¿Cuál es el tratamiento recomendado?",Anestésicos tópicos,Fotocoagulación,Crioterapia,Escisión,D
"¿Cuál es el procedimiento indicado en un paciente ictérico, febril y con leucocitosis, con pancreatitis aguda biliar grave 
que no mejora, que cuenta con colangiorresonancia?",Colecistectomía,CPRE,Colecistostomía,Coledocotomía,B
¿Qué tipo de colgajo pedicular es el músculo gemelo?,Dominante secundario,Único,Dominante doble,Segmentario,B
"Neonato con convulsiones e hidrocefalia. Examen de fondo de ojo: cicatriz corioretinal en AO. Tomografía: calcificaciones 
intracraneales. ¿Cuál es la causa más probable?",Displasia retiniana,Retinopatía del prematuro,Acromatopsia,Toxoplasmosis,D
"Mujer de 66 años con hipoacusia a tonos agudos, hace 2 días presenta dolor en ojo derecho y pérdida de la visión. 
Examen: córnea e iris con depósito de pigmentos granulares. Aumento de la presión intraocular. ¿Cuál es el diagnóstico?",Glaucoma primario,Glaucoma neovascular,Uveitis anterior aguda,Síndrome de seudoexfoliación,D
"Mujer de 60 años, internada desde hace 6 semanas por pancreatitis aguda severa y que refiere dolor en epigastrio y 
tumoración abdominal de 10x10 cm poco móvil. Tomografía: tumoración bien delimitada, densidad líquida homogénea 
sin componentes distintos. ¿Cuál es el diagnóstico?",Necrosis encapsulada,Acumulación peripancreática,Acumulación necrótica,Seudoquiste,D
¿Cuál es una característica relevante del síndrome de Lynch tipo I?,Múltiples pólipos en colon,Cáncer de colon proximal,Riesgo de cáncer de ovario,Mayores de 70 años,B
"Mujer de 65 años con diagnóstico de diverticulosis colónica, acude a la emergencia por presentar dolor abdominal intenso 
de aparición brusca, fiebre, náusea y vómitos. Examen: FR: 25 X', FC: 90 X´, T°: 39°C, PA: 140/80 mmHg; abdomen: a 
la palpación dolor con contracción y reacción peritoneal. Laboratorio: leucocitos: 20000/µl. Rx de abdomen: 
neumoperitoneo. ¿Cuál es el diagnóstico más probable?",Diverticulitis complicada,Diverticulitis no complicada,Fístula colovesical,Fístula colovaginal,A
¿Cuál es el margen mínimo (en cm) de resección que se recomienda en el cáncer de colon para evitar la recurrencia?,2,3,10,5,D
"Mujer de 30 años, llega a la emergencia por presentar desde hace una hora herida por arma blanca en el flanco derecho 
tercio inferior. Examen: estable, PA: 110/70 mmHg, FC: 90 X', FR: 24 X'; abdomen: blando indoloro, no contractura ni 
reacción peritoneal. ¿Qué estudio de imágenes solicita?",Tomografía con contraste,Tomografía sin contraste,Ecografía abdominal,Radiografía de abdomen simple,B
"Varón de 56 años, con dolor abdominal crónico, hematemesis y melena. Examen: pálido, se palpa masa en fosa iliaca 
derecha dolorosa. ¿Cuál es su diagnóstico?",Tuberculosis intestinal,Linfoma intestinal,Cáncer de colon,Cáncer de apéndice,C
"Varón de 65 años natural de Puno, desde hace 4 horas presenta náusea, vómitos, dolor y distensión abdominal, no 
elimina flatos. Examen: PA: 120/80 mmHg, FC: 86 X', FR: 20 X'; abdomen: distendido, RHA disminuidos, doloroso a la 
palpación superficial y profunda en FII, se palpa tumoración, signo de rebote (+). Laboratorio: no leucocitosis. Rx 
abdomen: colon distendido con signo del ""grano de café"", ausencia de gas en la ampolla rectal. ¿Cuál es el tratamiento 
inicial?",Laparotomía,Sonda rectal,Laxantes,Descomprensión endoscópica,D
"Varón de 57 años, desde hace 8 meses presenta ardor en epigastrio, baja de peso y hematemesis. Examen: adelgazado, 
pálido; abdomen: escavado, doloroso en epigastrio. Gastroscopía: tumor en cardias sin compromiso de la unión 
esofagogástrica. AP: adenocarcinoma. ¿Cuál es el procedimiento quirúrgico de elección?",Gastrectomía proximal,Gastrectomía total + anastomosis en Y de Roux,Gastrectomía subtotal proximal,Gastrectomía segmentaria,B
"Mujer de 45 años, acude a consulta por presentar desde hace 6 meses proctorragia intermitente y estreñimiento. Hace 
15 días tumoración rectal que protruye por el ano y que la reduce manualmente. Examen: esfínter anal normotónico. 
Anoscopía: paquete hemorroidal en hora 7 que prolapsa al pujar. ¿Cuál es el tratamiento de elección?",Fotocoagulación,Escleroterapia,Hemorroidectomía,Ablandadores de heces,C
"Varón de 15 años acude a emergencia porque hace 4 horas presenta dolor en escroto derecho, náusea y vómitos; niega 
traumatismo previo. Examen: testículo en posición alta, dolorosa y con ausencia del reflejo cremastérico. ¿Cuál es la 
indicación pertinente?",Ecografía testicular,Exploración quirúrgica,TAC escrotal con contraste,Analgésicos endovenosos,B
